Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PIG-3310,12645931,,"ImplicitSplitInserter does not generate new uids for nested schema fields, leading to miscomputations",cstenac,cstenac,Major,Closed,Fixed,03/May/13 07:59,14/Oct/13 16:46,
Improvement,Patch Available,PIG-2553,12543965,,Pig shouldn't allow attempts to write multiple relations into same directory,prkommireddi,dvryaboy,Major,Closed,Fixed,24/Feb/12 08:16,14/Oct/13 16:46,
Bug,,PIG-3335,12648737,,TestErrorHandling.tesNegative7 fails on MR2,xuefuz,xuefuz,Major,Closed,Fixed,21/May/13 21:13,14/Oct/13 16:46,
Bug,,PIG-2266,12521482,,bug with input file joining optimization in Pig,jadler,jadler,Major,Closed,Fixed,06/Sep/11 18:27,14/Oct/13 16:46,
Bug,,PIG-3479,12670207,,"Fix BigInt, BigDec, Date serialization. Improve perf of PigNullableWritable deserilization",dvryaboy,dvryaboy,Major,Closed,Fixed,24/Sep/13 05:27,14/Oct/13 16:46,
Bug,,PIG-3328,12647851,,DataBags created with an initial list of tuples don't get registered as spillable,mwagner,mwagner,Major,Closed,Fixed,15/May/13 22:53,14/Oct/13 16:46,
Improvement,,PIG-3236,12635456,,parametrize snapshot and staging repo id ,gkesavan,gkesavan,Major,Closed,Fixed,05/Mar/13 22:51,14/Oct/13 16:46,
Bug,,PIG-3149,12629940,,e2e build.xml still refers to jython 2.5.0 jar even though it's replaced by jython standalone 2.5.2 jar,cheolsoo,cheolsoo,Major,Closed,Fixed,30/Jan/13 17:06,14/Oct/13 16:46,
Improvement,,PIG-3016,12613982,,Modernize more tests,jcoveney,jcoveney,Major,Closed,Fixed,30/Oct/12 01:12,14/Oct/13 16:46,
Sub-task,,PIG-3028,12614694,12597859,testGrunt dev test needs some command filters to run correctly without cygwin,jgordon,jgordon,Major,Closed,Fixed,04/Nov/12 11:31,14/Oct/13 16:46,
Bug,,PIG-3286,12643796,,TestPigContext.testImportList fails in trunk,cheolsoo,cheolsoo,Major,Closed,Fixed,20/Apr/13 20:38,14/Oct/13 16:46,
Bug,,PIG-3150,12630177,,e2e Scripting_5 fails in trunk,dreambird,cheolsoo,Major,Closed,Fixed,31/Jan/13 17:33,14/Oct/13 16:46,
Bug,,PIG-3101,12624830,,Increase io.sort.mb in YARN MiniCluster,cheolsoo,cheolsoo,Major,Closed,Fixed,20/Dec/12 15:38,14/Oct/13 16:46,
Bug,,PIG-3073,12618650,,POUserFunc creating log spam for large scripts,jcoveney,jcoveney,Major,Closed,Fixed,03/Dec/12 22:45,14/Oct/13 16:46,
Bug,,PIG-3250,12637127,,Pig dryrun generates wrong output in .expanded file for 'SPLIT....OTHERWISE...' command,dreambird,dreambird,Major,Closed,Fixed,15/Mar/13 01:54,14/Oct/13 16:46,
Improvement,Patch Available,PIG-2997,12612923,,Provide a convenience constructor on PigServer that accepts Configuration,prkommireddi,prkommireddi,Major,Closed,Fixed,22/Oct/12 08:22,14/Oct/13 16:46,
Bug,,PIG-3168,12631187,,TestMultiQueryBasic.testMultiQueryWithSplitInMapAndMultiMerge fails in trunk,cheolsoo,cheolsoo,Major,Closed,Fixed,07/Feb/13 01:11,14/Oct/13 16:46,
Improvement,,PIG-3245,12636540,,Documentation about HBaseStorage,daisuke.kobayashi,daisuke.kobayashi,Major,Closed,Fixed,12/Mar/13 09:58,14/Oct/13 16:46,
Improvement,,PIG-3392,12659608,,Document STARTSWITH and ENDSWITH UDFs,skrishnan,cheolsoo,Major,Closed,Fixed,24/Jul/13 16:10,14/Oct/13 16:46,
Bug,,PIG-3153,12630430,,TestScriptUDF.testJavascriptExampleScript fails in trunk,cheolsoo,cheolsoo,Major,Closed,Fixed,01/Feb/13 19:54,14/Oct/13 16:46,
Task,,PIG-3174,12631524,,Remove rpm and deb artifacts from build.xml,gates,gates,Major,Closed,Fixed,08/Feb/13 21:44,14/Oct/13 16:46,
Bug,,PIG-3369,12655666,,unit test TestImplicitSplitOnTuple.testImplicitSplitterOnTuple failed when using hadoopversion=23,dreambird,dreambird,Major,Closed,Fixed,01/Jul/13 22:32,14/Oct/13 16:46,
Bug,,PIG-3081,12618939,,Pig progress stays at 0% for the first job in hadoop 23,rohini,rohini,Major,Closed,Fixed,05/Dec/12 20:26,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3426,12664055,,Add support for removing s3 files,jeremykarn,jeremykarn,Major,Closed,Fixed,16/Aug/13 13:08,14/Oct/13 16:46,
Bug,,PIG-3193,12632774,,"Fix ""ant docs"" warnings",cheolsoo,cheolsoo,Major,Closed,Fixed,18/Feb/13 02:28,14/Oct/13 16:46,
Bug,,PIG-3379,12658087,,Alias reuse in nested foreach causes PIG script to fail,xuefuz,xuefuz,Major,Closed,Fixed,16/Jul/13 18:37,14/Oct/13 16:46,
Bug,,PIG-2433,12535551,,Jython import module not working if module path is in classpath,rohini,daijy,Major,Closed,Fixed,17/Dec/11 02:16,14/Oct/13 16:46,
Bug,Patch Available,PIG-3412,12662182,,jsonstorage breaks when tuple does not have as many columns as schema,aesilberstein,aesilberstein,Major,Closed,Fixed,06/Aug/13 18:18,14/Oct/13 16:46,
Bug,,PIG-3154,12630431,,TestPackage.testOperator fails in trunk,dreambird,cheolsoo,Major,Closed,Fixed,01/Feb/13 20:04,14/Oct/13 16:46,
Bug,,PIG-3186,12632466,,tar/deb/pkg ant targets should depend on piggybank,lbendig,billgraham,Major,Closed,Fixed,14/Feb/13 20:44,14/Oct/13 16:46,
Bug,Patch Available,PIG-3313,12646342,,pig job hang if the job tracker is bounced during execution,yu.chenjie,yu.chenjie,Major,Closed,Fixed,07/May/13 02:00,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3091,12623445,,"Make schema, header and stats file configurable in JsonMetadata",prkommireddi,prkommireddi,Major,Closed,Fixed,11/Dec/12 19:51,14/Oct/13 16:46,
Bug,,PIG-3122,12627928,,Operators should not implicitly become reserved keywords,jcoveney,jcoveney,Major,Closed,Fixed,16/Jan/13 21:12,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3141,12629579,,Giving CSVExcelStorage an option to handle header rows,jpacker,jpacker,Major,Closed,Fixed,28/Jan/13 20:37,14/Oct/13 16:46,
New Feature,,PIG-3090,12623433,,Introduce a syntax to be able to easily refer to the previously defined relation,jcoveney,jcoveney,Major,Closed,Fixed,11/Dec/12 19:09,14/Oct/13 16:46,
New Feature,Patch Available,PIG-3142,12629580,,Fixed-width load and store functions for the Piggybank,jpacker,jpacker,Major,Closed,Fixed,28/Jan/13 20:40,14/Oct/13 16:46,
Test,,PIG-3077,12618806,,TestMultiQueryLocal should not write in /tmp,dreambird,julienledem,Major,Closed,Fixed,05/Dec/12 00:25,14/Oct/13 16:46,
Bug,,PIG-3002,12613305,,Pig client should handle CountersExceededException,jarcec,billgraham,Major,Closed,Fixed,24/Oct/12 17:51,14/Oct/13 16:46,
Bug,,PIG-3355,12652946,,ColumnMapKeyPrune bug with distinct operator,jeremykarn,jeremykarn,Major,Closed,Fixed,14/Jun/13 19:16,14/Oct/13 16:46,
Bug,,PIG-3331,12648511,,Default values not stored in avro file when using specific schemas during store in AvroStorage,viraj,viraj,Major,Closed,Fixed,20/May/13 21:45,14/Oct/13 16:46,
New Feature,,PIG-3247,12636896,,Piggybank functions to mimic OVER clause in SQL,gates,gates,Major,Closed,Fixed,13/Mar/13 23:12,14/Oct/13 16:46,
Bug,,PIG-2265,12521461,,Test case TestSecondarySort failure,daijy,xinshengjun,Major,Closed,Fixed,06/Sep/11 14:42,14/Oct/13 16:46,
Bug,,PIG-3262,12639690,,Pig contrib 0.11 doesn't compile on certain rpm systems,mgrover,mgrover,Major,Closed,Fixed,28/Mar/13 21:56,14/Oct/13 16:46,
Bug,,PIG-3205,12633492,,Passing arguments to python script does not work with -f option,rohini,rohini,Major,Closed,Fixed,21/Feb/13 23:08,14/Oct/13 16:46,
Bug,,PIG-3414,12662753,,QueryParserDriver.parseSchema(String) silently returns a wrong result when a comma is missing in the schema definition,cheolsoo,cheolsoo,Major,Closed,Fixed,09/Aug/13 00:24,14/Oct/13 16:46,
Bug,,PIG-3297,12644554,,Avro files with stringType set to String cannot be read by the AvroStorage LoadFunc,nielsbasjes,nielsbasjes,Major,Closed,Fixed,25/Apr/13 08:42,14/Oct/13 16:46,
Bug,,PIG-3173,12631473,,Partition filter push down does not happen partition keys condition include a AND and OR construct,rohini,rohini,Major,Closed,Fixed,08/Feb/13 16:16,14/Oct/13 16:46,
Bug,,PIG-3098,12624398,,Add another test for the self join case,jcoveney,jcoveney,Major,Closed,Fixed,18/Dec/12 02:22,14/Oct/13 16:46,
Bug,,PIG-3364,12654711,,Case expression fails with an even number of when branches,cheolsoo,cheolsoo,Major,Closed,Fixed,25/Jun/13 12:06,14/Oct/13 16:46,
Bug,,PIG-2767,12595791,,Pig creates wrong schema after dereferencing nested tuple fields,daijy,onetangentburn,Major,Closed,Fixed,25/Jun/12 14:11,14/Oct/13 16:46,
Bug,,PIG-3198,12633009,,Let users use any function from PigType -> PigType as if it were builtlin,jcoveney,jcoveney,Major,Closed,Fixed,19/Feb/13 16:33,14/Oct/13 16:46,
Bug,,PIG-3466,12669257,,Race Conditions in InternalDistinctBag during proactive spill,cheolsoo,cheolsoo,Major,Closed,Fixed,18/Sep/13 14:39,14/Oct/13 16:46,
Bug,,PIG-3395,12659856,,Large filter expression makes Pig hang,cheolsoo,cheolsoo,Major,Closed,Fixed,25/Jul/13 17:56,14/Oct/13 16:46,
Sub-task,,PIG-3026,12614664,12597859,Pig checked-in baseline comparisons need a pre-filter to address OS-specific newline differences,dwann,jgordon,Major,Closed,Fixed,03/Nov/12 20:58,14/Oct/13 16:46,
Bug,,PIG-3345,12650749,,Handle null in DateTime functions,rohini,rohini,Major,Closed,Fixed,03/Jun/13 21:56,14/Oct/13 16:46,
Sub-task,,PIG-3025,12614660,12597859,TestPruneColumn unit test - SimpleEchoStreamingCommand perl inline script needs simplification,dwann,jgordon,Major,Closed,Fixed,03/Nov/12 20:43,14/Oct/13 16:46,
Bug,,PIG-3189,12632690,,Remove ivy/pig.pom and improve build mvn targets,billgraham,billgraham,Major,Closed,Fixed,16/Feb/13 02:07,14/Oct/13 16:46,
Bug,Patch Available,PIG-3267,12640609,,HCatStorer fail in limit query,daijy,daijy,Major,Closed,Fixed,03/Apr/13 21:14,14/Oct/13 16:46,
Bug,Patch Available,PIG-3303,12645552,,add hadoop h2 artifact to publications in ivy.xml,julienledem,julienledem,Major,Closed,Fixed,30/Apr/13 23:36,14/Oct/13 16:46,
Bug,Patch Available,PIG-3112,12625608,,"Errors and lacks in document ""User Defined Functions""",miyakawataku,miyakawataku,Major,Closed,Fixed,01/Jan/13 09:53,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3308,12645777,,Storing data in hive columnar rc format,maczech,maczech,Major,Closed,Fixed,02/May/13 10:31,14/Oct/13 16:46,
Improvement,,PIG-3431,12664342,,Return more information for parsing related exceptions.,jeremykarn,jeremykarn,Major,Closed,Fixed,19/Aug/13 13:06,14/Oct/13 16:46,
Bug,,PIG-3316,12646675,,Pig failed to interpret DateTime values in some special cases,xuefuz,xuefuz,Major,Closed,Fixed,08/May/13 19:01,14/Oct/13 16:46,
Improvement,,PIG-3160,12630940,,GFCross uses unnecessary loop,sandyr,sandyr,Major,Closed,Fixed,05/Feb/13 19:59,14/Oct/13 16:46,
New Feature,Patch Available,PIG-3075,12618670,,Allow AvroStorage STORE Operations To Use Schema Specified By URI,njw45,njw45,Major,Closed,Fixed,04/Dec/12 01:24,14/Oct/13 16:46,
Sub-task,,PIG-2959,12610797,12597859,Add a pig.cmd for Pig to run under Windows,daijy,daijy,Major,Closed,Fixed,08/Oct/12 07:01,14/Oct/13 16:46,
Bug,,PIG-3458,12668373,,ScalarExpression lost with multiquery optimization,knoguchi,knoguchi,Major,Closed,Fixed,12/Sep/13 22:27,14/Oct/13 16:46,
Sub-task,Patch Available,PIG-3337,12648976,12597859,Fix remaining Window e2e tests,daijy,daijy,Major,Closed,Fixed,22/May/13 22:08,14/Oct/13 16:46,
Bug,Patch Available,PIG-3420,12663320,,Failed to retrieve map values from data loaded by AvroStorage,yuanlid,explosion7,Major,Closed,Fixed,12/Aug/13 23:37,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3138,12629368,,Decouple PigServer.executeBatch() from compilation of batch,prkommireddi,prkommireddi,Major,Closed,Fixed,26/Jan/13 01:54,14/Oct/13 16:46,
Bug,,PIG-3322,12647407,,AVRO: AvroStorage give NPE on reading file with union as top level schema,viraj,esoren,Major,Closed,Fixed,13/May/13 23:44,14/Oct/13 16:46,
Bug,,PIG-3425,12663947,,Hive jdo api jar referenced in pig script throws error ,deepesh,deepesh,Major,Closed,Fixed,15/Aug/13 23:08,14/Oct/13 16:46,
Bug,,PIG-3155,12630435,,TestTypeCheckingValidatorNewLP.testSortWithInnerPlan3 fails in trunk,cheolsoo,cheolsoo,Major,Closed,Fixed,01/Feb/13 20:20,14/Oct/13 16:46,
Bug,,PIG-3192,12632770,,Better call to action to download Pig in docs,russell.jurney,russell.jurney,Major,Closed,Fixed,18/Feb/13 00:02,14/Oct/13 16:45,
Sub-task,,PIG-3027,12614693,12597859,pigTest unit test needs a newline filter for comparisons of golden multi-line,jgordon,jgordon,Major,Closed,Fixed,04/Nov/12 11:27,14/Oct/13 16:45,
Bug,,PIG-3264,12639886,,"mvn signanddeploy target broken for pigunit, pigsmoke and piggybank",billgraham,billgraham,Major,Closed,Fixed,29/Mar/13 21:32,14/Oct/13 16:45,
New Feature,Patch Available,PIG-3233,12635166,,Deploy a Piggybank Jar,njw45,njw45,Major,Closed,Fixed,04/Mar/13 17:47,14/Oct/13 16:45,
Bug,,PIG-3031,12614870,,Update Pig to use a newer version of joda-time,zjshen,jcoveney,Major,Closed,Fixed,05/Nov/12 23:12,14/Oct/13 16:45,
Bug,,PIG-3468,12669293,,PIG-3123 breaks e2e test Jython_Diagnostics_2,daijy,daijy,Major,Closed,Fixed,18/Sep/13 17:22,14/Oct/13 16:45,
Bug,,PIG-3491,12671414,,Fix e2e failure Jython_Diagnostics_4,daijy,daijy,Major,Closed,Fixed,30/Sep/13 18:43,14/Oct/13 16:45,
Bug,,PIG-3360,12654067,,Some intermittent negative e2e tests fail on hadoop 2,daijy,daijy,Major,Closed,Fixed,21/Jun/13 01:43,14/Oct/13 16:45,
Bug,,PIG-3108,12625414,,HBaseStorage returns empty maps when mixing wildcard- with other columns,christoph.bauer,christoph.bauer,Major,Closed,Fixed,28/Dec/12 12:05,14/Oct/13 16:45,
Bug,,PIG-3375,12656410,,CASE does not preserve the order of when branches,cheolsoo,cheolsoo,Major,Closed,Fixed,05/Jul/13 19:37,14/Oct/13 16:45,
Improvement,Patch Available,PIG-3311,12646053,,add pig-withouthadoop-h2 to mvn-jar,julienledem,julienledem,Major,Closed,Fixed,03/May/13 22:26,14/Oct/13 16:45,
Improvement,Patch Available,PIG-3015,12613954,,Rewrite of AvroStorage,jadler,jadler,Major,Closed,Fixed,29/Oct/12 21:14,14/Oct/13 16:45,
Bug,,PIG-3156,12630444,,TestSchemaTuple fails in trunk,cheolsoo,cheolsoo,Major,Closed,Fixed,01/Feb/13 20:59,14/Oct/13 16:45,
Bug,,PIG-3145,12629628,,Parameters in core-site.xml and mapred-site.xml are not correctly substituted,cheolsoo,cheolsoo,Major,Closed,Fixed,29/Jan/13 03:10,14/Oct/13 16:45,
New Feature,,PIG-3163,12631002,,Pig current releases lack a UDF endsWith.This UDF tests if a given string ends with the specified suffix.,skrishnan,anuroopa george,Major,Closed,Fixed,06/Feb/13 04:36,14/Oct/13 16:45,
Bug,,PIG-3327,12647830,,Pig hits OOM when fetching task Reports,rohini,rohini,Major,Closed,Fixed,15/May/13 21:22,14/Oct/13 16:45,
Bug,,PIG-3014,12613930,,CurrentTime() UDF has undesirable characteristics,jcoveney,jcoveney,Major,Closed,Fixed,29/Oct/12 18:07,14/Oct/13 16:45,
Bug,Patch Available,PIG-3095,12623663,,"""which"" is called many, many times for each Pig STREAM statement",njw45,njw45,Major,Closed,Fixed,13/Dec/12 04:23,14/Oct/13 16:45,
Bug,,PIG-3078,12618812,,"Make a UDF that, given a string, returns just the columns prefixed by that string",jcoveney,jcoveney,Major,Closed,Fixed,05/Dec/12 01:20,14/Oct/13 16:45,
Improvement,Patch Available,PIG-3004,12613524,,Improve exceptions messages when a RuntimeException is raised in Physical Operators ,julienledem,julienledem,Major,Closed,Fixed,25/Oct/12 17:55,14/Oct/13 16:45,
Bug,,PIG-3318,12646937,,AVRO: 'default value' not honored when merging schemas on load with AvroStorage,viraj,viraj,Major,Closed,Fixed,10/May/13 01:41,14/Oct/13 16:45,
Bug,,PIG-3097,12624220,,HiveColumnarLoader doesn't correctly load partitioned Hive table ,maczech,rding,Major,Closed,Fixed,17/Dec/12 01:41,14/Oct/13 16:45,
New Feature,Patch Available,PIG-2857,12601282,,Add a -tagPath option to PigStorage,prkommireddi,dvryaboy,Major,Closed,Fixed,02/Aug/12 23:16,14/Oct/13 16:45,
Improvement,,PIG-3248,12637077,,Upgrade hadoop-2.0.0-alpha to hadoop-2.0.3-alpha,daijy,daijy,Major,Closed,Fixed,14/Mar/13 19:08,14/Oct/13 16:45,
Bug,Patch Available,PIG-3432,12664471,,typo in log message in SchemaTupleFrontend,epishkin,epishkin,Major,Closed,Fixed,19/Aug/13 22:55,14/Oct/13 16:45,
Improvement,,PIG-3199,12633081,,Provide a method to retriever name of loader/storer in PigServer,prkommireddi,prkommireddi,Major,Closed,Fixed,19/Feb/13 21:50,14/Oct/13 16:45,
Improvement,Patch Available,PIG-3124,12628425,,Push FLATTENs After FILTERs If Possible,njw45,njw45,Major,Closed,Fixed,19/Jan/13 20:33,14/Oct/13 16:45,
Bug,,PIG-3261,12639024,,"User set PIG_CLASSPATH entries must be prepended to the CLASSPATH, not appended",qwertymaniac,qwertymaniac,Major,Closed,Fixed,26/Mar/13 01:47,14/Oct/13 16:45,
Bug,,PIG-3017,12614059,,Pig's object serialization should use compression,jcoveney,jcoveney,Major,Closed,Fixed,30/Oct/12 18:02,14/Oct/13 16:45,
Improvement,,PIG-3321,12647355,,AVRO: Support user specified schema on load,harveyc,harveyc,Major,Closed,Fixed,13/May/13 18:40,14/Oct/13 16:45,
Bug,,PIG-3084,12622983,,Improve exceptions messages in POPackage,julienledem,julienledem,Major,Closed,Fixed,07/Dec/12 22:47,14/Oct/13 16:45,
Bug,,PIG-3457,12668156,,Provide backward compatibility for PigStatsUtil and JobStats,daijy,daijy,Major,Resolved,Won't Fix,11/Sep/13 21:53,07/Oct/13 21:55,
Improvement,,PIG-3180,12631772,,Document using shell commands in Pig scripts,,prkommireddi,Major,Resolved,Duplicate,11/Feb/13 18:40,05/Oct/13 00:13,
Bug,,PIG-3094,12623658,, ERROR 2229: Couldn't find matching uid -1 in Pig 0.10.0,,nkapur,Major,Open,,13/Dec/12 02:25,04/Oct/13 17:43,
Bug,,PIG-3499,12672246,,Pig job fails when run in local mode with namenode HA(QJM) ,,kdvenkata,Major,Open,,04/Oct/13 00:02,04/Oct/13 00:30,
Task,,PIG-200,12393604,,Pig Performance Benchmarks,gates,amirhyoussefi,Major,Closed,Fixed,10/Apr/08 01:12,02/Oct/13 21:50,
Bug,,PIG-3272,12641821,,"While running a pig job,showing delay after Snappy native library get loaded",,sambit,Major,Resolved,Cannot Reproduce,10/Apr/13 12:08,30/Sep/13 04:37,
Bug,,PIG-3489,12670986,,pig tests/doc should be upgraded to use org.apache.hive.hcatalog.pig.HCaLoader,daijy,ekoifman,Major,Open,,27/Sep/13 17:57,27/Sep/13 17:59,
Bug,,PIG-3481,12670436,,"""Unable to check name"" message",,zhenyingshan,Major,Reopened,,25/Sep/13 08:44,26/Sep/13 10:55,
New Feature,,PIG-1876,12500127,,Typed map for Pig,daijy,daijy,Major,Closed,Fixed,01/Mar/11 23:54,26/Sep/13 04:54,
Improvement,,PIG-3300,12645276,,Optimize partition filter pushdown,aniket486,rohini,Major,Resolved,Duplicate,29/Apr/13 18:22,26/Sep/13 00:40,
New Feature,,PIG-3404,12661086,,Improve Pig to ignore bad files or inaccessible files or folders,,jerrychenhf,Major,Open,,01/Aug/13 09:09,25/Sep/13 21:39,
Bug,,PIG-3477,12669837,,*Nix commands do not execute sequentially,,dkeith,Major,Open,,21/Sep/13 22:01,25/Sep/13 04:21,
Bug,,PIG-3476,12669836,,Pig evaluates *nix commands before evaluating other statements,,dkeith,Major,Open,,21/Sep/13 21:47,21/Sep/13 21:47,
Bug,,PIG-3475,12669835,,Pig evaluates *nix commands before evaluating other statements,,dkeith,Major,Open,,21/Sep/13 21:47,21/Sep/13 21:47,
Bug,,PIG-3474,12669834,,Pig evaluates *nix commands before evaluating other statements,,dkeith,Major,Open,,21/Sep/13 21:47,21/Sep/13 21:47,
Improvement,,PIG-2586,12546351,,A better plan/data flow visualizer,xalan,daijy,Major,Open,,14/Mar/12 05:05,19/Sep/13 17:37,
Bug,,PIG-1633,12474640,,Using an alias withing Nested Foreach causes indeterminate behaviour,,viraj,Major,Open,,20/Sep/10 23:42,19/Sep/13 04:13,
Bug,,PIG-3428,12664164,,e2e Jython_Diagnostics_2 and 4 are broken in trunk,,cheolsoo,Major,Resolved,Duplicate,16/Aug/13 23:16,18/Sep/13 18:41,
Bug,,PIG-3467,12669281,,Remove references of PigStatsUtil from OoziePigStats,,rohini,Major,Resolved,Duplicate,18/Sep/13 16:35,18/Sep/13 16:37,
Bug,,PIG-3465,12669181,,Fix problems with LogicalExpressionSimplifier and turn on the optimizer by default ,,aniket486,Major,Open,,18/Sep/13 04:10,18/Sep/13 04:10,
Bug,,PIG-3287,12643984,,MultiQueryOptimizer can prevent CombinerOptimizer from working,,xton,Major,Open,,22/Apr/13 19:21,17/Sep/13 21:43,
Improvement,,PIG-3462,12669085,,POForEach evaluates POProject one by one,,rohini,Major,Open,,17/Sep/13 19:13,17/Sep/13 19:13,
Bug,,PIG-3438,12665597,,HiveColumnarLoader and partition-key throw java.lang.NoSuchMethodError,,jakeri,Major,Open,,26/Aug/13 21:28,16/Sep/13 08:33,
Bug,Patch Available,PIG-2351,12530147,,Casting Exception in Illustrate for POForEach,,jeremykarn,Major,Resolved,Duplicate,04/Nov/11 02:33,16/Sep/13 00:00,
Improvement,,PIG-3460,12668693,,Illustrate Refactoring,,jeremykarn,Major,Open,,15/Sep/13 17:21,15/Sep/13 17:33,
Bug,,PIG-3459,12668497,,While issuing DUMP in pig grunt getting Error.,,manishbit81,Major,Resolved,Not A Problem,13/Sep/13 15:11,13/Sep/13 18:13,
Improvement,,PIG-2587,12546354,,Compute LogicalPlan signature and store in job conf,billgraham,billgraham,Major,Closed,Fixed,14/Mar/12 05:37,10/Sep/13 17:12,
Bug,,PIG-3343,12650685,,Refactor DataType.compare api to handle NULLs and reflection,aniket486,aniket486,Major,Open,,03/Jun/13 16:59,09/Sep/13 20:53,
