Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,Patch Available,THRIFT-4807,13217107,,PHP extension segfaults if reference is used in input,jking3,sokac,Major,Closed,Fixed,21/Feb/19 07:19,16/Oct/19 22:26,
Improvement,,THRIFT-4714,13207401,,Java TFramedTransport calls write twice for each flush,jking3,jking3,Major,Closed,Fixed,03/Jan/19 04:31,16/Oct/19 22:26,
Improvement,,THRIFT-4863,13232546,,better indication of WinHTTP errors,jensg,jensg,Major,Closed,Fixed,09/May/19 22:06,16/Oct/19 22:26,
Bug,,THRIFT-4691,13206648,,The perl CPAN module contains no tests,jking3,jking3,Major,Closed,Fixed,27/Dec/18 17:25,16/Oct/19 22:26,
Bug,Patch Available,THRIFT-4897,13241531,,UT of thrift-maven-plugin failed,gzm55,gzm55,Major,Closed,Fixed,25/Jun/19 16:25,16/Oct/19 22:26,
Bug,,THRIFT-4745,13210598,,"warning C4305: 'initializing' : truncation from '""__int64' to 'long'",jking3,jensg,Major,Closed,Fixed,20/Jan/19 11:34,16/Oct/19 22:26,
Improvement,Patch Available,THRIFT-4817,13220968,,Add string CTOR to TTlsSocketTransport,jensg,jensg,Major,Closed,Fixed,12/Mar/19 00:08,16/Oct/19 22:26,
Improvement,Patch Available,THRIFT-4441,13128185,,C++: support building lib without Boost,jking3,Typz,Major,Closed,Fixed,03/Jan/18 09:02,16/Oct/19 22:26,
Improvement,,THRIFT-4878,13237114,,c_glib ThriftSocket support for unix domain sockets,jking3,kwojniak_box,Major,Closed,Fixed,02/Jun/19 19:09,16/Oct/19 22:26,
Improvement,,THRIFT-4740,13209562,,Use std::chrono for timeout and remove old structures.,jking3,cyy,Major,Closed,Fixed,15/Jan/19 06:26,16/Oct/19 22:26,
Bug,Patch Available,THRIFT-4854,13230562,,oneway calls do not work over HTTP,jensg,jensg,Major,Closed,Fixed,28/Apr/19 17:49,16/Oct/19 22:26,
Bug,,THRIFT-4675,13201392,,JS code generators not handling int64 type properly for constants and for TypeScript type mappings,jking3,bgedik,Major,Closed,Fixed,29/Nov/18 16:35,16/Oct/19 22:26,
Improvement,,THRIFT-4730,13208212,,Remove pthread and boost::thread library support and use std::thread for C++11,jking3,cyy,Major,Closed,Fixed,08/Jan/19 05:55,16/Oct/19 22:26,
Bug,,THRIFT-4899,13242313,,Generated TypeScript declarations incorrectly references types when there is more than 1 include,jking3,pprice,Major,Closed,Fixed,29/Jun/19 18:57,16/Oct/19 22:26,
Improvement,Patch Available,THRIFT-4824,13221784,,Logger deprecation warnings in tutorial,jensg,jensg,Major,Closed,Fixed,15/Mar/19 00:24,16/Oct/19 22:26,
Bug,,THRIFT-4857,13231481,,Java field hash code implementation inconsistent with equals.,jking3,garretwilson,Major,Closed,Fixed,03/May/19 16:47,16/Oct/19 22:26,
Improvement,,THRIFT-4960,13256196,,Bare Trait Warnings,jensg,jensg,Major,Closed,Fixed,11/Sep/19 21:33,16/Oct/19 22:26,
Improvement,,THRIFT-4405,13122625,,Incorrect handling of sequence numbers that wrap to negative,jking3,jking3,Major,Closed,Fixed,04/Dec/17 17:02,16/Oct/19 22:26,
Sub-task,,THRIFT-4956,13255741,13253572,DebugProtoTest_Main.hs: Invalid ThriftType 128,jensg,jensg,Major,Closed,Fixed,09/Sep/19 22:05,16/Oct/19 22:26,
Bug,,THRIFT-2984,12773010,,Stop using deprecated kCFStreamPropertySSLPeerCertificates in TSSLSocketClient,jking3,jeremyw.sherman,Major,Closed,Won't Do,06/Feb/15 14:11,10/Oct/19 23:00,
Bug,Patch Available,THRIFT-1877,12636114,,Cocoa Generator support catching thrown exceptions,jking3,greatking8,Major,Closed,Won't Do,08/Mar/13 20:01,10/Oct/19 23:00,
Improvement,,THRIFT-3254,12848598,,Split generated cocoa files in classes,jking3,axniks,Major,Closed,Won't Do,23/Jul/15 15:09,10/Oct/19 23:00,
Bug,,THRIFT-4115,13050386,,FramedTransport doesn't work in cocoa library,jking3,tyzual,Major,Closed,Won't Do,13/Mar/17 05:00,10/Oct/19 23:00,
New Feature,Patch Available,THRIFT-2141,12664826,,Cocoa client-side SSL socket support,jking3,drobakowski,Major,Closed,Won't Do,21/Aug/13 12:50,10/Oct/19 23:00,
Bug,,THRIFT-2863,12758472,,byte data type is unsigned in generated Obj-C code,jking3,steve_yegge,Major,Closed,Won't Do,29/Nov/14 22:52,10/Oct/19 23:00,
New Feature,Patch Available,THRIFT-2179,12667865,,CocoaPods specification file for the Thrift Cocoa Library,jking3,drobakowski,Major,Closed,Won't Do,10/Sep/13 18:30,10/Oct/19 23:00,
Sub-task,,THRIFT-2730,12744290,12744284,Cocoa coding standards,jking3,hcorg,Major,Closed,Won't Do,26/Sep/14 13:49,10/Oct/19 23:00,
Bug,Patch Available,THRIFT-1356,12524390,,Memory leak and other issues in TSocketClient,jking3,scramjet,Major,Closed,Won't Do,23/Sep/11 08:37,10/Oct/19 23:00,
Improvement,Patch Available,THRIFT-2097,12658922,,XCode project for compiler,jking3,tbartelmess,Major,Closed,Won't Do,21/Jul/13 01:58,10/Oct/19 23:00,
Bug,,THRIFT-3676,12944919,,Cocoa server does not emit exceptions,jking3,ngrewe,Major,Closed,Won't Do,26/Feb/16 14:56,10/Oct/19 23:00,
Bug,,THRIFT-789,12465379,,Generated code is invalid when thrift file basename is not a valid Objective-C identifier,jking3,herberts,Major,Closed,Won't Do,25/May/10 14:25,10/Oct/19 23:00,
Bug,,THRIFT-2985,12773018,,TFramedTransport should handle writing data larger than the max frame size,jking3,jeremyw.sherman,Major,Closed,Won't Do,06/Feb/15 14:53,10/Oct/19 23:00,
Improvement,,THRIFT-2987,12773046,,TProtocol should return NSString directly rather than by reference to appease ARC,jking3,jeremyw.sherman,Major,Closed,Won't Do,06/Feb/15 16:47,10/Oct/19 23:00,
Bug,,THRIFT-1423,12530538,,Binary transport break up by overlapping of TFrame headers in scribe.AsyncClient,jking3,sitano,Major,Closed,Duplicate,07/Nov/11 07:29,10/Oct/19 23:00,
Task,,THRIFT-2986,12773021,,Audit Cocoa library to address architecture-ignorant byte-swapping,jking3,jeremyw.sherman,Major,Closed,Won't Do,06/Feb/15 15:05,10/Oct/19 23:00,
Improvement,,THRIFT-2982,12773006,,Address deprecated @interface instance variable declarations by moving them to @implementation,jking3,jeremyw.sherman,Major,Closed,Won't Do,06/Feb/15 13:57,10/Oct/19 23:00,
Improvement,,THRIFT-3100,12821649,,Implement standard Thrift test for Cocoa,jking3,jensg,Major,Closed,Won't Do,16/Apr/15 19:50,10/Oct/19 23:00,
Sub-task,,THRIFT-4048,13038757,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Won't Do,29/Jan/17 14:57,10/Oct/19 23:00,
New Feature,,THRIFT-1157,12505314,,Allow user specified headers in the http client code,jking3,usmanismail,Major,Closed,Won't Do,27/Apr/11 15:00,10/Oct/19 23:00,
Dependency upgrade,,THRIFT-4179,13065642,,sendSynchronousRequest is now technically deprecated,jking3,owenhay,Major,Closed,Won't Do,20/Apr/17 18:49,10/Oct/19 23:00,
Improvement,Patch Available,THRIFT-2116,12663086,,Cocoa generator improvements (service inheritance / server-side exception handling) and an implementation of the Thrift tutorial,jking3,drobakowski,Major,Closed,Won't Do,11/Aug/13 14:49,10/Oct/19 23:00,
Bug,,THRIFT-3670,12941528,,TSocketServer closes connection after handling message,jking3,ngrewe,Major,Closed,Won't Do,23/Feb/16 20:13,10/Oct/19 23:00,
Bug,,THRIFT-4521,13145920,,Cocoa compiler produces invalid code for recursive structs,jking3,yanex,Major,Closed,Won't Do,17/Mar/18 03:23,10/Oct/19 22:57,
Bug,,THRIFT-4941,13253215,,thrift compiler will not auto update gen-cpp directory,jensg,pengzhouhu,Major,Closed,Cannot Reproduce,27/Aug/19 08:50,10/Oct/19 22:53,
Improvement,,THRIFT-4964,13259182,,Python required fields should be validated on read/write,,fancy-zou,Major,Open,,27/Sep/19 05:07,27/Sep/19 06:48,
Bug,,THRIFT-4943,13253426,,org.apache.thrift.transport.TTransportException: null,,cj,Major,Closed,Duplicate,28/Aug/19 07:48,24/Sep/19 22:16,
Bug,,THRIFT-4946,13254172,,Memory corruption in SecurityTest,,emmenlau,Major,Open,,02/Sep/19 07:58,24/Sep/19 21:10,
Improvement,,THRIFT-3604,12937403,,"NuGet release should include compiler, and say 'official'",,dandl,Major,Open,,08/Feb/16 03:11,22/Sep/19 09:49,
Bug,,THRIFT-4961,13257200,,Delphi is not friends with golang,,fpawel,Major,Resolved,Invalid,17/Sep/19 19:16,18/Sep/19 20:49,
Bug,,THRIFT-4948,13254660,,go 1.13 checksum mismatch,,rubensayshi,Major,Resolved,Fixed,04/Sep/19 08:55,05/Sep/19 08:59,
Bug,,THRIFT-4947,13254210,,"Struct constants yield No field named """" was found in struct of type ""Nested""",jensg,jensg,Major,Resolved,Not A Problem,02/Sep/19 10:28,02/Sep/19 21:16,
Wish,,THRIFT-3593,12935741,,Enable server-side to issue requests to clients on the same connection (push notifications),,sebastian.zenker,Major,Open,,01/Feb/16 20:26,30/Aug/19 00:44,
Bug,,THRIFT-4931,13251558,,build thrift on window 7 by vs2015,,pengzhouhu,Major,Open,,19/Aug/19 11:40,19/Aug/19 11:50,
Bug,,THRIFT-4677,13201622,,UnicodeDecodeError in Python3,,jarryshaw,Major,Open,,30/Nov/18 13:41,12/Aug/19 15:37,
Bug,,THRIFT-4913,13247730,,Type errors in a Python Thrift Client with TJSONProtocol or TBinaryProtocol irreversibility break communication layer,,abaines,Major,Open,,29/Jul/19 20:12,07/Aug/19 13:39,
Bug,,THRIFT-4916,13248972,,Incorrect handling of 'chunked' http requests,,twmarshall,Major,Open,,05/Aug/19 22:08,05/Aug/19 22:08,
Bug,,THRIFT-4852,13230167,,The recv function of void functions doesn't throw custom exceptions,,gy1005,Major,Open,,25/Apr/19 20:04,01/Aug/19 01:00,
Bug,,THRIFT-4214,13075664,,"map<i64,value> key treated as hex value in JavaScript",,teodor@gamingtribe.com,Major,Open,,29/May/17 16:28,01/Aug/19 00:59,
Bug,,THRIFT-3990,13024555,,[node.js] Exception swallowed by deserialization function,,dorilla,Major,Open,,30/Nov/16 19:37,01/Aug/19 00:59,
Bug,,THRIFT-3218,12842371,,Large responses when using a MultiplexedProcessor fail to find client after first read.,codesf,bholbrook,Major,Open,,02/Jul/15 17:12,01/Aug/19 00:58,
Bug,,THRIFT-4080,13041655,,Unix sockets can get stuck forever,,Tuxa,Major,Open,,09/Feb/17 10:32,01/Aug/19 00:52,
Improvement,,THRIFT-4877,13237028,,TNonblockingServerTransport not implemented in C#,,shannon,Major,Open,,01/Jun/19 09:05,01/Aug/19 00:35,
Bug,,THRIFT-4887,13239449,,Thrift will OOM at a low concurrency if fields added and old client requests new server,jking3,aqingsir,Major,Closed,Invalid,14/Jun/19 07:04,01/Aug/19 00:21,
Story,,THRIFT-1834,12628246,,Support dynamic linking against the thrift C++ library on windows,,chris5287,Major,Open,,18/Jan/13 18:14,31/Jul/19 14:35,
Improvement,,THRIFT-3165,12831133,,Disable unsafe TLSv1.0 and TLSv1.1 by default,jking3,jking3,Major,Open,,19/May/15 18:58,17/Jul/19 09:57,
Improvement,,THRIFT-2947,12768519,,Using Apache code signing service to sign the Thrift NuGet project,jensg,t-dule,Major,Resolved,Fixed,19/Jan/15 19:36,10/Jul/19 09:38,
Bug,,THRIFT-4905,13243508,,Thrift D experimental async ssl hangs during tests,,jking3,Major,Open,,07/Jul/19 10:50,07/Jul/19 10:50,
Task,,THRIFT-4901,13242868,,Go fails to compile when a struct field is a typedef to a struct,,johnboiles,Major,Open,,03/Jul/19 01:03,03/Jul/19 17:03,
Question,,THRIFT-4888,13239937,,TSSLSocket::close() server crash,jking3,avovana,Major,Resolved,Information Provided,17/Jun/19 13:12,28/Jun/19 11:50,
New Feature,,THRIFT-876,12472799,,Add SASL support,atm,atm,Major,Closed,Fixed,29/Aug/10 04:27,18/Jun/19 09:56,
Question,,THRIFT-4880,13237933,,"Crash in apache::thrift::protocol::TProtocol::writeMessageBegin(std::string const&, apache::thrift::protocol::TMessageType, int)+3)",,bhthakke,Major,Open,,06/Jun/19 10:59,11/Jun/19 14:36,
Question,,THRIFT-4876,13236260,,thrift for java already support SNI for TLS?,,eleyzhu,Major,Open,,29/May/19 14:03,29/May/19 14:03,
Comment,,THRIFT-4870,13235261,,Cannot install thrift on Mac OSX 10.14.5 [configure: error: Bison version 2.5],,ajorona,Major,Closed,Fixed,23/May/19 23:46,24/May/19 14:50,
Bug,Patch Available,THRIFT-4866,13232903,,TSSLSocket + TNonblockingServer does not support larger message in python,,wenjie,Major,Open,,13/May/19 02:44,13/May/19 12:07,
Bug,,THRIFT-4536,13148973,,[Rust] library fails to build with nightly due to try_from error,,csun,Major,Closed,Not A Problem,29/Mar/18 18:21,19/Apr/19 00:15,
Brainstorming,,THRIFT-3055,12786340,,Apache Thrift Logo,jking3,jfarrell,Major,Open,,27/Mar/15 21:21,21/Mar/19 21:12,
Wish,,THRIFT-4837,13223185,,[C++] Display summary at the end of CMake configuration,,apitrou,Major,Closed,Invalid,21/Mar/19 20:04,21/Mar/19 20:05,
Bug,,THRIFT-4835,13223032,,thrift nodejs client throw ETIMEDOUT error,,kimown,Major,Open,,21/Mar/19 10:20,21/Mar/19 10:20,
Wish,,THRIFT-4782,13214680,,Provide a dynamic interop matrix driven by the cross test results,,jking3,Major,Open,,08/Feb/19 17:06,11/Mar/19 12:33,
Documentation,,THRIFT-4814,13220631,,Tag docker build images so we can build older releases properly,jking3,jking3,Major,Open,,09/Mar/19 15:14,09/Mar/19 15:14,
Bug,,THRIFT-4556,13152287,,Optional rethrow of unhandled exceptions in java processor,jking3,nicarokro,Major,Closed,Fixed,13/Apr/18 13:38,01/Mar/19 16:05,
Sub-task,,THRIFT-3686,12945175,12938135,Java processor should report internal error on uncaught exception,nsuke,nsuke,Major,Closed,Fixed,27/Feb/16 07:42,01/Mar/19 01:12,
Bug,,THRIFT-1805,12625186,,Thrift should not swallow ALL exceptions,ctubbsii,diwaker,Major,Closed,Fixed,24/Dec/12 18:19,01/Mar/19 01:12,
Bug,,THRIFT-4810,13217450,,PYTHON: deserialize does not work with python.immutable,,gnillev,Major,Open,,22/Feb/19 14:14,22/Feb/19 15:12,
Bug,Patch Available,THRIFT-1543,12548122,,Sockets created by the PHP TForkingServer are not freed,jking3,edlerd,Major,Closed,Not A Problem,26/Mar/12 14:42,22/Feb/19 14:08,
Improvement,,THRIFT-4806,13216188,,Convert NodeJS Library to typescript,,bforbis,Major,Open,,16/Feb/19 20:53,18/Feb/19 19:38,
Sub-task,,THRIFT-4056,13038765,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,,jensg,Major,Resolved,Not A Problem,29/Jan/17 14:59,18/Feb/19 17:34,
Test,,THRIFT-4787,13214860,,Add multiplexed cross tests to nodejs,,jking3,Major,Open,,10/Feb/19 13:16,15/Feb/19 11:53,
Test,,THRIFT-4791,13214867,,Add multiplexed cross tests to erlang,,jking3,Major,Open,,10/Feb/19 13:28,15/Feb/19 11:53,
Test,,THRIFT-4785,13214858,,Add multiplexed cross tests to dlang,,jking3,Major,Open,,10/Feb/19 13:15,15/Feb/19 11:53,
Test,,THRIFT-4792,13214868,,Add multiplexed cross tests to lua,,jking3,Major,Open,,10/Feb/19 13:29,15/Feb/19 11:53,
Test,,THRIFT-4790,13214866,,Add multiplexed cross tests to dart,,jking3,Major,Open,,10/Feb/19 13:27,15/Feb/19 11:53,
Test,,THRIFT-4789,13214863,,Add multiplexed cross tests to ruby,,jking3,Major,Open,,10/Feb/19 13:19,15/Feb/19 11:53,
Test,,THRIFT-4786,13214859,,Add multiplexed cross tests to go,,jking3,Major,Open,,10/Feb/19 13:15,15/Feb/19 11:53,
Task,,THRIFT-4801,13215583,,Take ownership of node-int64 JS module,,Kieffer,Major,Open,,13/Feb/19 19:43,14/Feb/19 22:36,
Sub-task,,THRIFT-4047,13038756,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Duplicate,29/Jan/17 14:57,13/Feb/19 23:55,
Sub-task,,THRIFT-4050,13038759,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:58,13/Feb/19 23:54,
Sub-task,,THRIFT-4051,13038760,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:58,13/Feb/19 23:54,
Sub-task,,THRIFT-4052,13038761,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:58,13/Feb/19 23:54,
Sub-task,,THRIFT-4054,13038763,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:58,13/Feb/19 23:53,
Sub-task,,THRIFT-4055,13038764,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:59,13/Feb/19 23:53,
Sub-task,,THRIFT-4057,13038766,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:59,13/Feb/19 23:50,
Sub-task,,THRIFT-4058,13038767,13033349,Skip() should throw TProtocolException.INVALID_DATA on unknown data types,jking3,jensg,Major,Closed,Staged,29/Jan/17 14:59,13/Feb/19 23:49,
Question,,THRIFT-4796,13215040,,No replies to my calls,jking3,Kap1bara,Major,Closed,Information Provided,11/Feb/19 16:06,12/Feb/19 05:08,
Improvement,,THRIFT-4795,13214995,,Switch to a CI provider that supports artifact forwarding to optimize jobs,jking3,jking3,Major,Open,,11/Feb/19 13:34,11/Feb/19 13:34,
Improvement,,THRIFT-2013,12651921,,Integrate Multiplex tests into Thrift test suite,,jensg,Major,Open,,09/Jun/13 11:54,10/Feb/19 13:29,
Bug,,THRIFT-4533,13148516,,C Framed transport causes sigsev from time to time,,gad,Major,Open,,28/Mar/18 08:48,10/Feb/19 13:12,
Improvement,,THRIFT-4624,13181119,,Refc binary leak in binary and compact protocols,jking3,h91wka,Major,Closed,Invalid,25/Aug/18 10:47,10/Feb/19 13:10,
Story,,THRIFT-3320,12862629,,TMessages of multiplexed service responses of should include service names,jking3,in-chief,Major,Closed,Won't Do,09/Sep/15 02:46,10/Feb/19 12:57,
Improvement,,THRIFT-4732,13209035,,increase cmake minimal required version and cleanup cmake scripts,,cyy,Major,Open,,11/Jan/19 15:33,10/Feb/19 03:59,
Bug,,THRIFT-4774,13214309,,Publish an npm artifact for Thrift v0.12.0,,bgedik,Major,Closed,Duplicate,07/Feb/19 05:57,07/Feb/19 18:17,
Bug,,THRIFT-4775,13214310,,Publish a PyPI artifact for Thrift v0.12.0,,bgedik,Major,Closed,Duplicate,07/Feb/19 06:01,07/Feb/19 14:19,
New Feature,,THRIFT-1018,12492685,,Add support for idempotent service requests,,tkinnis,Major,Open,,08/Dec/10 00:00,04/Feb/19 21:38,
Bug,,THRIFT-3707,12947006,,In Python module names cannot contain a dash,,0xabab,Major,Open,,04/Mar/16 16:00,04/Feb/19 13:37,
Improvement,,THRIFT-4770,13213588,,node.js 10 compatibilityand/or deprecation fixes,,jking3,Major,Open,,03/Feb/19 16:14,03/Feb/19 16:14,
New Feature,,THRIFT-3933,13007391,,Port official C# .NET library for Thrift to C# .NET Core libary,jensg,vgotra,Major,Closed,Fixed,24/Sep/16 20:23,02/Feb/19 13:47,
New Feature,,THRIFT-4039,13036911,,Update of Apache Thrift .Net Core lib ,vgotra,vgotra,Major,Closed,Fixed,22/Jan/17 17:59,02/Feb/19 13:47,
Sub-task,,THRIFT-4297,13099049,13098714,Fix Ubuntu Xenial build environment for dotnet 2.0 language,jking3,jking3,Major,Closed,Later,31/Aug/17 20:19,02/Feb/19 13:47,
Improvement,,THRIFT-4321,13100731,,Migrate to new project format and enable CI,jking3,aloneguid,Major,Closed,Duplicate,08/Sep/17 09:34,02/Feb/19 13:47,
Improvement,,THRIFT-4350,13105622,,Update netcore build for dotnet 2.0 sdk and make cross validation,jking3,jking3,Major,Closed,Fixed,28/Sep/17 01:08,02/Feb/19 13:47,
Bug,Patch Available,THRIFT-4446,13129589,,JSONProtocol Base64 Encoding Trims Padding,jking3,sithas,Major,Closed,Fixed,09/Jan/18 17:44,02/Feb/19 13:47,
Improvement,,THRIFT-4512,13143362,,Apache Thrift NuGET package needs to be updated,jking3,Falco20019,Major,Closed,Done,07/Mar/18 21:20,02/Feb/19 13:47,
Bug,,THRIFT-4524,13146498,,.NET Core Server doesn't close properly when cancelled,jking3,stephen.starkie@me.com,Major,Closed,Fixed,20/Mar/18 10:07,02/Feb/19 13:47,
Question,,THRIFT-4636,13185328,,.NET Developer wanting to help,dcelasun,AceHack,Major,Closed,Information Provided,15/Sep/18 17:46,02/Feb/19 13:47,
Improvement,,THRIFT-4736,13209337,,Sign/strong name official NuGET packages,jking3,Falco20019,Major,Closed,Duplicate,14/Jan/19 08:44,02/Feb/19 13:47,
Sub-task,,THRIFT-4718,13207765,13207816,netstd: TClientTransport should be named TTransport,jensg,jensg,Major,Closed,Won't Fix,04/Jan/19 22:24,02/Feb/19 13:47,
Bug,,THRIFT-4575,13162304,,Compiled partial classes in different namespace,,netstep,Major,Open,,27/May/18 18:26,02/Feb/19 13:47,
Improvement,,THRIFT-740,12459664,,Visual Studio 2008 .thrift file complete integration,,jking,Major,Open,,19/Mar/10 15:29,02/Feb/19 08:47,
Bug,,THRIFT-1470,12535755,,Thrift generates wrong Erlang specs out of the Cassandra interface,jking3,ostinelli,Major,Closed,Duplicate,19/Dec/11 21:14,02/Feb/19 00:32,
Improvement,,THRIFT-3607,12938135,,Unify exception handling policy of TProcessor,,nsuke,Major,Open,,10/Feb/16 10:04,01/Feb/19 22:44,
Story,,THRIFT-4550,13151420,,Properly support Java 9,jking3,jking3,Major,Resolved,Duplicate,10/Apr/18 16:42,01/Feb/19 19:32,
Question,,THRIFT-3782,12956768,,"How to get client's info(such as ip, cert when using SSL) in a python thrift server",jking3,yueyemijing,Major,Closed,Information Provided,07/Apr/16 06:10,01/Feb/19 05:51,
Bug,,THRIFT-3065,12787094,,"Update libthrift dependencies (slf4j, httpcore, httpclient)",roger,ddillard,Major,Closed,Fixed,31/Mar/15 17:28,01/Feb/19 05:48,
Bug,,THRIFT-3970,13020070,,Server does not limititate client connections,jking3,cmhe,Major,Closed,Cannot Reproduce,11/Nov/16 10:39,01/Feb/19 05:44,
