Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,THRIFT-3571,12932463,,Make feature test result browsable,nsuke,nsuke,Major,Closed,Fixed,19/Jan/16 16:25,19/Feb/16 02:17,
Bug,,THRIFT-3525,12927994,,py:dynamic fails to handle binary list/set/map element,nsuke,nsuke,Major,Closed,Fixed,06/Jan/16 11:06,19/Feb/16 02:17,
Sub-task,,THRIFT-3623,12938974,12938245,Fix Fix cpp/lib/test/TSSLSocketInterruptTest.cpp to use ephemeral ports,jsirois,jsirois,Major,Closed,Fixed,13/Feb/16 00:47,19/Feb/16 02:17,
Improvement,,THRIFT-3514,12925220,,PHP 7 compatible version of binary protocol,davidsp,davidsp,Major,Closed,Fixed,02/Jan/16 09:45,19/Feb/16 02:17,
Bug,Patch Available,THRIFT-3588,12935186,,Using TypeScript with --noImplicitAny fails,gladhorn,gladhorn,Major,Closed,Fixed,29/Jan/16 17:24,19/Feb/16 02:17,
Sub-task,,THRIFT-3624,12938976,12938245,Fix lib/cpp/test/TServerSocketTest.cpp to use ephemeral ports,jsirois,jsirois,Major,Closed,Fixed,13/Feb/16 00:53,19/Feb/16 02:17,
Bug,,THRIFT-1229,12512449,,Python fastbinary.c can not handle unicode as generated python code,nsuke,favoyang,Major,Closed,Fixed,01/Jul/11 09:06,19/Feb/16 02:17,
Sub-task,,THRIFT-3628,12939044,12938245,Fix lib/cpp/test/TServerIntegrationTest.cpp to use ephemeral ports,jsirois,jsirois,Major,Closed,Fixed,13/Feb/16 19:30,19/Feb/16 02:17,
Improvement,,THRIFT-3631,12939073,,JSON protocol implementation for Lua,gityf,gityf,Major,Closed,Fixed,14/Feb/16 03:24,19/Feb/16 02:17,
Bug,,THRIFT-3636,12939171,,Double precision is not fully preserved in C++ TJSONProtocol,gityf,gityf,Major,Closed,Fixed,15/Feb/16 02:36,19/Feb/16 02:17,
Bug,,THRIFT-2103,12659848,,[python] Support for SSL certificates with Subject Alternative Names,nsuke,jw.clark,Major,Closed,Fixed,25/Jul/13 17:29,19/Feb/16 02:17,
Bug,,THRIFT-3641,12939860,,Ruby client should try to connect to every result of getaddrinfo,,nsuke,Major,Closed,Fixed,17/Feb/16 16:13,19/Feb/16 02:17,
Sub-task,,THRIFT-3625,12938978,12938245,"Kill unused #include ""TestPortFixture.h"" in lib/cpp/test/TServerTransportTest.cpp.",jsirois,jsirois,Major,Closed,Fixed,13/Feb/16 01:10,19/Feb/16 02:17,
Improvement,,THRIFT-3186,12837484,,Add TServerHTTP to Go library,beberg,beberg,Major,Closed,Fixed,12/Jun/15 18:48,19/Feb/16 02:17,
Sub-task,,THRIFT-3621,12938964,12938245,Fix lib/cpp/test/SecurityTest.cpp to use ephemeral ports,jsirois,jsirois,Major,Closed,Fixed,12/Feb/16 23:13,19/Feb/16 02:17,
New Feature,Patch Available,THRIFT-1797,12624559,,Python implementation of TSimpleJSONProtocol ,,flamholz,Major,Closed,Fixed,19/Dec/12 01:11,19/Feb/16 02:15,
Bug,Patch Available,THRIFT-2386,12698590,,Thrift refuses to link yylex,jfarrell,milan.freml,Major,Closed,Fixed,04/Mar/14 08:59,19/Feb/16 02:15,
Bug,,THRIFT-1820,12626203,,Python services don't transmit a TException to clients when one is raised.,,flamholz,Major,Open,,05/Jan/13 21:48,19/Feb/16 02:15,
Bug,,THRIFT-2543,12716487,,Generated enum type in haskell should be qualified,roger,watashi,Major,Closed,Fixed,24/May/14 08:16,19/Feb/16 02:15,
Improvement,,THRIFT-3530,12928383,,Introduce string and container length limit to more languages,,nsuke,Major,Open,,07/Jan/16 18:05,19/Feb/16 02:12,
Bug,,THRIFT-3543,12929133,,Generated Java code for structures containing binary fields (or collections thereof) are not serializable (in the Java sense) even though they implement java.io.Serializable,,rbadziong,Major,Open,,11/Jan/16 09:50,19/Feb/16 02:11,
Improvement,,THRIFT-681,12445959,,The HTML generator does not handle JavaDoc style comments very well,kburnett,johnbartak,Major,Closed,Fixed,19/Jan/10 19:17,14/Feb/16 15:22,
Improvement,,THRIFT-3557,12931698,,c_glib high-level file transport,,cjmay,Major,Closed,Duplicate,16/Jan/16 18:16,11/Feb/16 15:01,
Bug,Patch Available,THRIFT-1530,12544875,,thrift c_glib code has no support for timeouts,simonsouth,minaguib,Major,Open,,02/Mar/12 01:38,11/Feb/16 12:14,
Bug,Patch Available,THRIFT-3584,12935022,,boolean false value cannot be transferred,gityf,gityf,Major,Closed,Fixed,29/Jan/16 05:59,09/Feb/16 06:23,
Improvement,Patch Available,THRIFT-3585,12935024,,Compact protocol implementation for Lua,gityf,gityf,Major,Closed,Fixed,29/Jan/16 06:11,09/Feb/16 06:23,
New Feature,,THRIFT-1482,12536938,,Unix domain socket support under PHP,roger,asadpanda,Major,Closed,Later,03/Jan/12 06:06,07/Feb/16 09:58,
Sub-task,,THRIFT-2421,12702936,12703101,Tree/Recursive struct support in thrift,jfarrell,jfarrell,Major,Closed,Fixed,21/Mar/14 18:23,05/Feb/16 17:21,
Bug,Patch Available,THRIFT-3349,12895788,,Python server does not handle processor exception,nsuke,nsuke,Major,Closed,Fixed,23/Sep/15 14:07,05/Feb/16 12:49,
Bug,,THRIFT-3519,12927026,,fastbinary does not work with -gen py:utf8strings,nsuke,nsuke,Major,Closed,Fixed,04/Jan/16 17:59,05/Feb/16 12:29,
New Feature,,THRIFT-3583,12934831,,Add support for generating immutable java stubs for structs and unions,jsirois,jsirois,Major,Open,,28/Jan/16 15:14,04/Feb/16 20:41,
Improvement,,THRIFT-1867,12634561,,Python client/server should support client-side certificates.,,enigmacurry,Major,Closed,Fixed,28/Feb/13 05:51,04/Feb/16 05:38,
Bug,,THRIFT-3450,12916526,,NPE when using SSL,nsuke,pedwards,Major,Closed,Fixed,27/Nov/15 00:32,02/Feb/16 22:50,
Wish,,THRIFT-3594,12935752,,C++: refactor COB style client,,sebastian.zenker,Major,Open,,01/Feb/16 21:06,01/Feb/16 21:15,
Bug,,THRIFT-3471,12917715,,Dart generator does not handle uppercase argument names,markerickson-wk,markerickson-wk,Major,Closed,Fixed,02/Dec/15 20:30,29/Jan/16 20:56,
Improvement,,THRIFT-1697,12608335,,"Generate *explicit* relative imports in Python, rather than implicit ones",,alex.gaynor,Major,Open,,19/Sep/12 21:17,28/Jan/16 22:30,
Bug,Patch Available,THRIFT-2557,12717518,,CS0542 member names cannot be the same as their enclosing type,jensg,jensg,Major,Closed,Fixed,30/May/14 12:52,14/Jan/16 21:49,
New Feature,,THRIFT-2257,12678131,,"full asynchrous client,and support call one method of one client instance  repeatly.",,xieguiming,Major,Open,,08/Nov/13 01:28,14/Jan/16 21:48,
Bug,,THRIFT-3548,12929752,,Assertion Error from thrift library of python,,pember,Major,Open,,13/Jan/16 09:14,13/Jan/16 11:15,
New Feature,,THRIFT-1630,12560685,,Equivalent objects that contain sets and maps can serialize differently,roger,cmullins,Major,Closed,Fixed,14/Jun/12 20:37,11/Jan/16 12:24,
Task,,THRIFT-1259,12518593,,Automate versioning ,jfarrell,jfarrell,Major,Closed,Later,11/Aug/11 14:17,09/Jan/16 18:27,
Bug,Patch Available,THRIFT-3371,12903484,,Abstract namespace Unix domain sockets broken in C++,roger,ppenenko,Major,Closed,Fixed,08/Oct/15 20:34,06/Jan/16 02:06,
Sub-task,,THRIFT-2423,12703107,12703101,THeader,davejwatson@fb,roger,Major,Closed,Fixed,23/Mar/14 21:40,06/Jan/16 02:06,
Sub-task,,THRIFT-3482,12920430,12896656,Haskell JSON protocol does not encode binary field as Base64,nsuke,nsuke,Major,Closed,Fixed,09/Dec/15 13:43,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-2883,12760610,,"TTwisted.py, during ConnectionLost processing: exceptions.RuntimeError: dictionary changed size during iteration",,rthille,Major,Closed,Fixed,10/Dec/14 00:43,06/Jan/16 02:06,
Bug,,THRIFT-3359,12896656,,Binary field incompatibilities,nsuke,nsuke,Major,Closed,Fixed,27/Sep/15 14:28,06/Jan/16 02:06,
Bug,,THRIFT-732,12459069,,server exits abnormally when client calls send_xxx function without calling recv_xxx function,,cpegeric,Major,Closed,Cannot Reproduce,14/Mar/10 08:01,06/Jan/16 02:06,
Bug,,THRIFT-3455,12916786,,struct write method's return value is incorrect,nsuke,nsuke,Major,Closed,Fixed,29/Nov/15 09:12,06/Jan/16 02:06,
Sub-task,Patch Available,THRIFT-2110,12661368,12640568,"Erlang: Support for Multiplexing Services on any Transport, Protocol and Server",drobakowski,drobakowski,Major,Closed,Fixed,02/Aug/13 09:52,06/Jan/16 02:06,
Bug,,THRIFT-3454,12916784,,Python Tornado tutorial is broken,nsuke,nsuke,Major,Closed,Fixed,29/Nov/15 09:08,06/Jan/16 02:06,
Bug,,THRIFT-3453,12916739,,remove rat_exclude,roger,roger,Major,Closed,Fixed,28/Nov/15 14:54,06/Jan/16 02:06,
Bug,,THRIFT-3390,12905542,,TTornado server doesn't handle closed connections properly,c4urself,c4urself,Major,Closed,Fixed,16/Oct/15 14:03,06/Jan/16 02:06,
Sub-task,,THRIFT-2409,12702019,12692082,Java: UTF-8 sent by PHP as JSON is not understood by TJsonProtocol,phongphan,jensg,Major,Closed,Fixed,17/Mar/14 23:52,06/Jan/16 02:06,
Bug,,THRIFT-2154,12666275,,Missing <operator body,,blackbox.dev,Major,Closed,Cannot Reproduce,30/Aug/13 08:57,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3437,12915179,,Mingw-w64 build fail,,tony@becrux.com,Major,Closed,Fixed,22/Nov/15 18:30,06/Jan/16 02:06,
Bug,,THRIFT-3463,12917205,,Java can't be disabled in CMake build,pascal.bach,pascal.bach,Major,Closed,Fixed,01/Dec/15 10:01,06/Jan/16 02:06,
Bug,,THRIFT-3392,12905783,,Java TZlibTransport does not close its wrapper streams upon close(),codesf,bluezio,Major,Closed,Fixed,18/Oct/15 13:15,06/Jan/16 02:06,
Bug,,THRIFT-1472,12535929,,Configuration conflicts with boost platform include header,,rouse,Major,Closed,Cannot Reproduce,20/Dec/11 23:44,06/Jan/16 02:06,
Bug,,THRIFT-3276,12850009,,Binary data does not decode correctly using the TJSONProtocol when the base64 encoded data is padded.,nsuke,SteveNiemitz,Major,Closed,Fixed,29/Jul/15 18:11,06/Jan/16 02:06,
Bug,,THRIFT-3477,12919697,,Parser fails on enum item that starts with 'E' letter and continues with number ,jensg,cstrike,Major,Closed,Fixed,07/Dec/15 13:43,06/Jan/16 02:06,
Question,,THRIFT-3509,12924314,,"""make check"" error",jking3,phoneli,Major,Closed,Cannot Reproduce,25/Dec/15 16:02,06/Jan/16 02:06,
Bug,,THRIFT-3478,12920107,,Restore dropped method to THsHaServer.java,kturner,kturner,Major,Closed,Fixed,08/Dec/15 15:22,06/Jan/16 02:06,
Bug,,THRIFT-1487,12537706,,"Namespace problem, compile fails on generated code",,gasolwu,Major,Closed,Cannot Reproduce,09/Jan/12 04:10,06/Jan/16 02:06,
Bug,,THRIFT-3307,12858688,,Segfault in Ruby serializer,,jennever,Major,Closed,Fixed,25/Aug/15 17:09,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3382,12904710,,TBase class for C++ Library,beberg,beberg,Major,Closed,Fixed,14/Oct/15 00:27,06/Jan/16 02:06,
Bug,,THRIFT-3444,12915293,,Large 64 bit Integer does not preserve value through Node.js JSONProtocol ,nsuke,nsuke,Major,Closed,Fixed,23/Nov/15 10:34,06/Jan/16 02:06,
Bug,,THRIFT-3445,12915625,,Throwable messages are hidden from JVM stack trace output,,dagit,Major,Closed,Invalid,23/Nov/15 23:10,06/Jan/16 02:06,
Bug,,THRIFT-3237,12844076,,Fix TNamedPipeServer::createNamedPipe memory leak,jking3,pjanicki,Major,Closed,Fixed,10/Jul/15 07:35,06/Jan/16 02:06,
Improvement,,THRIFT-3516,12926830,,Add feature test for THeader TBinaryProtocol interop,nsuke,nsuke,Major,Closed,Fixed,03/Jan/16 16:01,06/Jan/16 02:06,
Improvement,,THRIFT-3505,12924010,,Enhance Python TSSLSocket,nsuke,nsuke,Major,Closed,Fixed,23/Dec/15 14:26,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3415,12912202,,include unistd.h conditionally,hcorg,pascal.bach,Major,Closed,Fixed,11/Nov/15 16:04,06/Jan/16 02:06,
Bug,,THRIFT-3502,12923882,,C++ TServerSocket passes small buffer to getsockname,,jeremyspiegel,Major,Closed,Fixed,23/Dec/15 00:12,06/Jan/16 02:06,
Improvement,,THRIFT-847,12471342,,Test Framework harmonization across all languages,roger,roger,Major,Closed,Fixed,11/Aug/10 19:45,06/Jan/16 02:06,
Bug,,THRIFT-2994,12773735,,Node.js TJSONProtocol cannot be used for object serialization.,bracki,bracki,Major,Closed,Fixed,10/Feb/15 08:32,06/Jan/16 02:06,
Bug,,THRIFT-3433,12914553,,Doubles aren't interpreted correctly,nsuke,tlippy01,Major,Closed,Fixed,19/Nov/15 17:13,06/Jan/16 02:06,
Bug,,THRIFT-3418,12912307,,Use of ciphers in ssl.wrap_socket() breaks python 2.6 compatibility,nsuke,laserson,Major,Closed,Fixed,11/Nov/15 21:32,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3309,12859147,,Missing TConstant.php in /lib/php/Makefile.am,maxime.mouial,maxime.mouial,Major,Closed,Fixed,26/Aug/15 15:34,06/Jan/16 02:06,
Sub-task,,THRIFT-2410,12702021,12692082,JavaMe: UTF-8 sent by PHP as JSON is not understood by TJsonProtocol,phongphan,jensg,Major,Closed,Fixed,17/Mar/14 23:53,06/Jan/16 02:06,
Sub-task,,THRIFT-2411,12702022,12692082,C++: UTF-8 sent by PHP as JSON is not understood by TJsonProtocol,phongphan,jensg,Major,Closed,Fixed,17/Mar/14 23:53,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3206,12841070,,Fix Visual Studio build failure due 'pthread_self': identifier not found,roger,pjanicki,Major,Closed,Fixed,27/Jun/15 09:35,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3145,12829029,,JSON protocol does not handle bool and empty containers correctly,nsuke,rhysadams,Major,Closed,Fixed,12/May/15 00:50,06/Jan/16 02:06,
Bug,,THRIFT-3464,12917262,,Fix several defects in c_glib code generator,nsuke,nsuke,Major,Closed,Fixed,01/Dec/15 14:39,06/Jan/16 02:06,
Bug,,THRIFT-3199,12839999,,Exception field has basic metadata,,laurent,Major,Closed,Fixed,24/Jun/15 00:33,06/Jan/16 02:06,
Improvement,,THRIFT-3438,12915273,,Enable py:new_style by default,nsuke,nsuke,Major,Closed,Fixed,23/Nov/15 09:48,06/Jan/16 02:06,
Bug,Patch Available,THRIFT-3489,12921247,,warning: deprecated conversion from string constant to 'char*' [-Wwrite-strings],jensg,jensg,Major,Closed,Fixed,11/Dec/15 19:57,06/Jan/16 02:06,
Bug,,THRIFT-1840,12628724,,Thrift Generated Code Causes Global Variable Leaks,,devdazed,Major,Closed,Fixed,22/Jan/13 15:05,06/Jan/16 02:06,
Improvement,Patch Available,THRIFT-2028,12652670,,Cleanup threading headers / libraries,ben.craig,ben.craig,Major,Closed,Later,13/Jun/13 14:42,06/Jan/16 02:06,
Bug,,THRIFT-1653,12599670,,TThreadedSelectorServer leaks CLOSE_WAIT sockets ,jfarrell,mikhail,Major,Closed,Invalid,20/Jul/12 20:26,04/Jan/16 20:36,
Bug,,THRIFT-3511,12924592,,TBase missing validate(). Errors when py:dynamic used.,,beberg,Major,Open,,29/Dec/15 01:38,29/Dec/15 01:53,
Bug,Patch Available,THRIFT-2715,12742711,,Wrong Import-Package directive in MANIFEST,jfarrell,Zlika,Major,Closed,Fixed,19/Sep/14 11:49,21/Dec/15 13:46,
Improvement,Patch Available,THRIFT-3347,12895666,,Improve cross test servers and clients,nsuke,nsuke,Major,Closed,Fixed,23/Sep/15 03:44,20/Dec/15 12:53,
Bug,Patch Available,THRIFT-3373,12903788,,Various fixes for cross test servers and clients,codesf,nsuke,Major,Closed,Fixed,09/Oct/15 16:35,20/Dec/15 12:53,
Sub-task,,THRIFT-2886,12761195,12641270,Integrate binary type in standard Thrift cross test,jensg,jensg,Major,Closed,Fixed,11/Dec/14 23:57,20/Dec/15 12:53,
Bug,,THRIFT-3494,12922898,,Node.js cannot handle ArrayBuffer,,wadey,Major,Closed,Invalid,18/Dec/15 00:21,18/Dec/15 01:13,
Bug,,THRIFT-3328,12873220,,A callback is not called when a server is down.,hirano-s@aist.go.jp,hirano-s@aist.go.jp,Major,Closed,Fixed,17/Sep/15 08:04,09/Dec/15 02:05,
Improvement,,THRIFT-704,12456353,,Compact Protocol improvement: combine sequence of multiple STOP fields together,bryanduxbury,bryanduxbury,Major,Open,,15/Feb/10 18:54,08/Dec/15 21:14,
Bug,,THRIFT-3202,12840438,,Allow HSHAServer to configure min and max worker threads separately.,pankaj2461,pankaj2461,Major,Closed,Fixed,25/Jun/15 05:40,08/Dec/15 15:23,
Bug,,THRIFT-3203,12840471,,"DOAP - please fix ""Ocaml"" => ""OCaml""",jfarrell,sebb,Major,Closed,Fixed,25/Jun/15 08:39,08/Dec/15 15:22,
Bug,,THRIFT-3472,12919140,,Missing semi-colon in IDL leads to non-deterministic builds,,table-delete,Major,Closed,Cannot Reproduce,05/Dec/15 00:46,07/Dec/15 22:01,
New Feature,Patch Available,THRIFT-1033,12494982,,Node.js language target,tjake,wadey,Major,Closed,Fixed,07/Jan/11 19:34,06/Dec/15 12:29,
Improvement,,THRIFT-3448,12916261,,Dart generator argument for thrift library dependency in pubspec,markerickson-wk,markerickson-wk,Major,Closed,Fixed,25/Nov/15 20:15,04/Dec/15 20:40,
Improvement,,THRIFT-3459,12916878,,integrate with vibe-d (fibers) framework,,sibnick,Major,Closed,Won't Fix,30/Nov/15 06:20,04/Dec/15 20:40,
Bug,Patch Available,THRIFT-2143,12664941,,Generated Ruby client doesn't handle enums,,thecarlhall,Major,Closed,Cannot Reproduce,21/Aug/13 23:35,04/Dec/15 18:49,
Sub-task,Patch Available,THRIFT-2946,12768216,12471342,Enhance usability of cross test framework,nsuke,nsuke,Major,Closed,Fixed,17/Jan/15 14:34,29/Nov/15 16:37,
Bug,,THRIFT-3427,12913162,,multiple call process inside Servers implementation,,alexodus,Major,Open,,15/Nov/15 17:31,15/Nov/15 17:31,
Improvement,Patch Available,THRIFT-2621,12726696,,Add basic default hash code method to python,kishorvpatil,jensg,Major,Closed,Fixed,10/Jul/14 21:54,15/Nov/15 13:16,
Bug,,THRIFT-3407,12910000,,Refill buffer when JSON closing bracket is missing,nsuke,nsuke,Major,Closed,Fixed,03/Nov/15 14:12,15/Nov/15 06:32,
Bug,,THRIFT-3389,12905504,,(type int8) as type byte in argument to oprot.WriteByte,,olx,Major,Closed,Cannot Reproduce,16/Oct/15 12:29,14/Nov/15 18:04,
Bug,,THRIFT-3412,12911252,,Missing unary operator for negative constants,,davidsp,Major,Closed,Not A Problem,07/Nov/15 00:10,14/Nov/15 18:04,
Improvement,,THRIFT-3149,12829781,,Make ReadFieldN methods in generated Go code private,k.shaposhnikov@gmail.com,k.shaposhnikov@gmail.com,Major,Closed,Fixed,14/May/15 05:19,10/Nov/15 22:59,
Sub-task,,THRIFT-338,12414522,12414443,Compact Protocol in Erlang,nsuke,tlipcon,Major,Closed,Fixed,10/Feb/09 23:58,03/Nov/15 16:17,
New Feature,,THRIFT-2670,12735105,,Android Parcelable Java generation option,roger,kedzie,Major,Closed,Fixed,19/Aug/14 17:33,16/Oct/15 17:00,
Bug,Patch Available,THRIFT-3374,12903793,,Ruby TJSONProtocol fails to unescape string values,nsuke,nsuke,Major,Closed,Fixed,09/Oct/15 16:51,13/Oct/15 22:53,
Bug,Patch Available,THRIFT-3378,12903937,,c_glib service does not handle negative Thrift byte values correctly,nsuke,nsuke,Major,Closed,Fixed,10/Oct/15 01:47,13/Oct/15 22:53,
Bug,Patch Available,THRIFT-3375,12903835,,Python TJSONProtocol encodes utf8 string values in an incompatible way,nsuke,nsuke,Major,Closed,Fixed,09/Oct/15 17:20,13/Oct/15 22:53,
Bug,,THRIFT-2805,12753918,,0.9.3 release candidate,jfarrell,jfarrell,Major,Closed,Fixed,08/Nov/14 13:26,12/Oct/15 02:52,
Bug,Patch Available,THRIFT-2630,12728386,,windows7 64bit pc. ipv4 and ipv6 pc.can't use,jking3,jrckkyy,Major,Closed,Duplicate,19/Jul/14 15:50,30/Sep/15 20:39,
Bug,,THRIFT-3317,12862127,,cpp namespace org.apache issue appears in 0.9,hcorg,CarreyZhan,Major,Closed,Fixed,07/Sep/15 00:24,30/Sep/15 20:18,
Bug,,THRIFT-2681,12737322,,Core of unwind_cleanup,jking3,peter.jia,Major,Closed,Cannot Reproduce,28/Aug/14 07:10,30/Sep/15 20:18,
Bug,,THRIFT-3329,12875660,,C++ library unit tests don't compile against the new boost-1.59 unit test framework,jking3,jking3,Major,Closed,Fixed,17/Sep/15 19:16,30/Sep/15 20:18,
Bug,Patch Available,THRIFT-2442,12706158,,Fix issue with cpp server on Windows (WSAStartup wasn't called),roger,chris5287,Major,Closed,Fixed,02/Apr/14 12:37,30/Sep/15 17:12,
Bug,,THRIFT-2958,12770903,,connect() interrupted is not handled properly in TSocket,,nullptr,Major,Open,,29/Jan/15 03:58,29/Sep/15 21:40,
Bug,,THRIFT-2321,12689200,,"thrift php extension,when giving data not a correct type,it will seperate it,but when running function ""SEPARATE_ZVAL()"",the real data pointer is changed,real data will loss.",,grayson,Major,Open,,16/Jan/14 10:13,28/Sep/15 19:50,
Improvement,,THRIFT-1559,12550489,,Provide memory pool for TBinaryProtocol to eliminate memory fragmentation,,yingfeng,Major,Closed,Fixed,11/Apr/12 09:35,28/Sep/15 19:33,
Improvement,Patch Available,THRIFT-3298,12856804,,thrift endian converters may conflict with other libraries,,in-chief,Major,Closed,Fixed,18/Aug/15 02:37,25/Sep/15 03:47,
Sub-task,,THRIFT-3308,12858729,12753918,Fix broken test cases for 0.9.3 release candidate,jfarrell,jfarrell,Major,Closed,Fixed,25/Aug/15 18:56,25/Sep/15 03:25,
New Feature,,THRIFT-3316,12862108,,Non-flattened struct consts are not allowed,,motiejus,Major,Open,,06/Sep/15 15:47,25/Sep/15 02:46,
Bug,,THRIFT-3352,12895967,,Thrift compact protocol cannot read read-only ByteBuffer,,sershe,Major,Open,,24/Sep/15 00:33,25/Sep/15 02:44,
Bug,,THRIFT-3340,12895254,,Python: enable json tests again,roger,roger,Major,Closed,Fixed,21/Sep/15 21:11,25/Sep/15 02:43,
Improvement,Patch Available,THRIFT-3303,12858129,,Disable concurrent cabal jobs on Travis to avoid GHC crash,nsuke,nsuke,Major,Closed,Fixed,23/Aug/15 14:48,25/Sep/15 02:43,
Improvement,Patch Available,THRIFT-3342,12895311,,Improve ruby cross test client and server compatibility,nsuke,nsuke,Major,Closed,Fixed,22/Sep/15 02:08,25/Sep/15 02:43,
Bug,Patch Available,THRIFT-3326,12873104,,Tests do not compile under *BSD,roger,jpgneves,Major,Closed,Fixed,16/Sep/15 21:05,25/Sep/15 02:43,
