Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,MAHOUT-1196,12643983,LogisticModelParameters uses csv.getTargetCategories() even if csv is not used.,vineetk32,vineetk32,Trivial,Closed,Fixed,22/Apr/13 19:14,03/Feb/14 08:06,
Improvement,MAHOUT-1115,12616259,[PATCH] Add values() method to FastByIDMap,srowen,julien.ayme@gmail.com,Trivial,Closed,Fixed,15/Nov/12 16:25,03/Feb/14 08:06,
Bug,MAHOUT-1101,12611501,[PATCH] RecommenderServlet: Wrong output when using JSON format ,srowen,julien.ayme@gmail.com,Trivial,Closed,Fixed,12/Oct/12 09:30,03/Feb/14 08:06,
Improvement,MAHOUT-1074,12608865,FPGrowthDriver only supports input from local file,,pcholakov,Trivial,Closed,Fixed,24/Sep/12 13:21,03/Feb/14 08:06,
Bug,MAHOUT-1266,12653573,Two minor problems in DistributedRowMatrix using MatrixMultiplication,,bafu,Trivial,Closed,Not A Problem,18/Jun/13 21:06,03/Feb/14 08:06,
Bug,MAHOUT-1105,12613570,"AbstractNaiveBayesClassifier.classifyFull(Vector,Vector) not reusing provided result vector",ssc,mann.timothy,Trivial,Closed,Fixed,25/Oct/12 21:22,03/Feb/14 08:06,
Improvement,MAHOUT-1182,12639962,remove useless append,,dbrosius,Trivial,Closed,Fixed,31/Mar/13 01:50,03/Feb/14 08:06,
Improvement,MAHOUT-1121,12618235,Centroid clone() not implemented,,dfilimon,Trivial,Closed,Incomplete,29/Nov/12 21:34,03/Feb/14 08:06,
Task,MAHOUT-1228,12649489,Cleanup .gitignore,ssc,sslavic,Trivial,Closed,Fixed,26/May/13 23:50,03/Feb/14 08:06,
Bug,MAHOUT-1100,12611497,[PATCH] ArrayIndexOutOfBoundsException in TreeClusteringRecommender2.java,srowen,julien.ayme@gmail.com,Trivial,Closed,Fixed,12/Oct/12 08:14,03/Feb/14 08:05,
Bug,MAHOUT-1276,12656817,job name for ParallelALSFactorizationJob is confusing,ssc,steamshon,Trivial,Closed,Fixed,09/Jul/13 08:39,03/Feb/14 08:05,
Bug,MAHOUT-1235,12650457,ParallelALSFactorizationJob does not use VectorSumCombiner,ssc,ssc,Trivial,Closed,Fixed,01/Jun/13 15:31,03/Feb/14 08:05,
Improvement,MAHOUT-1081,12609208,Precision of float to 3 digits after decimal - loss of information,,smitaw,Trivial,Closed,Invalid,26/Sep/12 09:51,03/Feb/14 08:05,
Bug,MAHOUT-1212,12647292,Incorrect classify-20newsgroups.sh file description,,jortegac,Trivial,Closed,Fixed,13/May/13 13:07,03/Feb/14 08:05,
Bug,MAHOUT-1207,12646854,Fix typos in description in parent pom,smarthi,sslavic,Trivial,Closed,Fixed,09/May/13 20:10,03/Feb/14 08:05,
Improvement,MAHOUT-1280,12657115,Move out UpperTriangular matrix out of ssvd into mahout-math. Add SymmetricMatrix.,smarthi,dlyubimov,Trivial,Closed,Fixed,10/Jul/13 17:47,03/Feb/14 07:57,
Improvement,MAHOUT-1399,12689728,Silence logging noise from Mahout Jobs,smarthi,frankscholten,Trivial,Closed,Fixed,19/Jan/14 21:15,03/Feb/14 07:57,
Bug,MAHOUT-1392,12688098,Streaming KMeans should write centroid output to a 'part-r-xxxx' file when executed in sequential mode,smarthi,smarthi,Trivial,Closed,Fixed,09/Jan/14 16:59,03/Feb/14 07:57,
Improvement,MAHOUT-1282,12657186,Optimize Diagonal matrix multiplication. add left/right multiply versions,smarthi,dlyubimov,Trivial,Closed,Fixed,11/Jul/13 01:10,03/Feb/14 07:57,
Improvement,MAHOUT-1291,12659817,"MahoutDriver yields cosmetically suboptimal exception when bin/mahout runs without args, on some Hadoop versions",smarthi,srowen,Trivial,Closed,Fixed,25/Jul/13 14:40,03/Feb/14 07:57,31/Jul/13 00:00
Bug,MAHOUT-1301,12661133,toString() method of SequentialAccessSparseVector has excess comma at the end,smarthi,obus,Trivial,Closed,Fixed,01/Aug/13 14:31,03/Feb/14 07:57,
Improvement,MAHOUT-1362,12679797,Remove examples/bin/build-reuters.sh from 0.9,smarthi,smarthi,Trivial,Closed,Fixed,18/Nov/13 19:21,03/Feb/14 07:57,
Improvement,MAHOUT-1341,12670193,Skip working directory initialization in classification 20newsgroups examples script clean task,smarthi,sslavic,Trivial,Closed,Implemented,24/Sep/13 01:38,03/Feb/14 07:57,
Improvement,MAHOUT-1281,12657118,Wean distributed SSVD from apache-math dependency.,smarthi,dlyubimov,Trivial,Closed,Fixed,10/Jul/13 17:54,03/Feb/14 07:57,
Bug,MAHOUT-1315,12664262,ClusteringUtils is missing Apache license header,smarthi,sslavic,Trivial,Closed,Fixed,18/Aug/13 16:29,03/Feb/14 07:57,
Bug,MAHOUT-1332,12668496,Javadoc typos in cf,sslavic,quarazy,Trivial,Closed,Fixed,13/Sep/13 15:07,14/Sep/13 16:54,
Bug,MAHOUT-1097,12611328,SSVd does not writing uSigma after uSigma true,dlyubimov,smitaw,Trivial,Closed,Fixed,11/Oct/12 10:52,26/Jul/13 23:01,
Bug,MAHOUT-1067,12607270,"SSVD enhancements: +named vector propagation to U, +USigma output",dlyubimov,dlyubimov,Trivial,Closed,Fixed,12/Sep/12 16:52,26/Jul/13 23:01,
Improvement,MAHOUT-852,12528908,Upgrade Lucene dependency to 3.4,gsingers,gsingers,Trivial,Closed,Fixed,26/Oct/11 16:03,25/Jul/13 12:45,
Bug,MAHOUT-1259,12652549,toString() method of SequentialAccessSparseVector has closing brace missing for empty vector,robinanil,abhinavkulkarni,Trivial,Closed,Fixed,13/Jun/13 02:39,13/Jun/13 05:13,
New Feature,MAHOUT-318,12457738,Decision Tree Learning,,meheranandk,Trivial,Closed,Won't Fix,01/Mar/10 13:44,20/Feb/13 10:29,
Improvement,MAHOUT-965,12540325,Added possibility to configure map collection name of MongoDBDataModel,srowen,danny20,Trivial,Closed,Fixed,30/Jan/12 08:12,16/Jun/12 09:35,
Improvement,MAHOUT-948,12538728,Improved error reporting when ARFF index does not exist in arff.vector [fix provided],srowen,stu,Trivial,Closed,Fixed,18/Jan/12 02:57,16/Jun/12 09:35,
Bug,MAHOUT-967,12540510,SequenceFileFromMailArchive missing from driver.classes.props,srowen,ieugen,Trivial,Closed,Fixed,31/Jan/12 08:20,16/Jun/12 09:35,
Improvement,MAHOUT-896,12532720,Improve readability of AbstractDifferenceRecommenderEvaluator class,srowen,akats,Trivial,Closed,Fixed,25/Nov/11 13:47,09/Feb/12 14:01,
Bug,MAHOUT-805,12522799,Mahout script sets HADOOP_CONF_DIR to $HADOOP_HOME/src/conf instead of $HADOOP_HOME/conf ,srowen,frankscholten,Trivial,Closed,Fixed,12/Sep/11 20:17,09/Feb/12 14:01,
Bug,MAHOUT-806,12522815,Seq2Sparse not runnable with ToolRunner due to private Constructor,srowen,frankscholten,Trivial,Closed,Fixed,12/Sep/11 21:46,09/Feb/12 14:01,
Improvement,MAHOUT-824,12525464,FastByIDRunningAverage: Optimize SlopeOneRecommender by optimizing MemoryDiffStorage,srowen,lancenorskog,Trivial,Closed,Won't Fix,02/Oct/11 01:49,09/Feb/12 14:00,
Bug,MAHOUT-788,12519051,ClusterDumper is never flushing output stream,srowen,dscheffy,Trivial,Closed,Fixed,16/Aug/11 22:03,09/Feb/12 14:00,
Bug,MAHOUT-762,12514080,VectorDumper fails to parse --help option,,dhruvkumar,Trivial,Closed,Fixed,14/Jul/11 15:34,09/Feb/12 14:00,
Bug,MAHOUT-839,12526671,rowid job failing (when parsing options)  ,gsingers,danbri,Trivial,Closed,Fixed,11/Oct/11 14:34,09/Feb/12 14:00,
Bug,MAHOUT-849,12528354,Wrong error messages in AbstractMatrix,srowen,lancenorskog,Trivial,Closed,Fixed,22/Oct/11 04:08,09/Feb/12 14:00,
Bug,MAHOUT-912,12533723,InMemoryCollapsedVariationalBayes0 should ignore _SUCCESS files,ssc,ssc,Trivial,Closed,Fixed,03/Dec/11 09:43,09/Feb/12 14:00,
Bug,MAHOUT-774,12515256,Seq2Sparse overwrites output even without --overwrite option,srowen,frankscholten,Trivial,Closed,Fixed,25/Jul/11 13:05,09/Feb/12 14:00,
Improvement,MAHOUT-875,12530520,Allow to obtain Mahout version information through the Java API,tdunning,o.b.fischer,Trivial,Closed,Fixed,06/Nov/11 23:55,31/Dec/11 18:34,
Improvement,MAHOUT-46,12394347,Refactor AbstractMatrix.COL and ROW to an enumeration,,karl.wettin,Trivial,Closed,Won't Fix,18/Apr/08 22:21,21/May/11 03:27,
New Feature,MAHOUT-173,12434931,Implement clustering of massive-domain attributes,,silverwolf,Trivial,Closed,Won't Fix,06/Sep/09 08:44,21/May/11 03:27,
Improvement,MAHOUT-12,12390328,"Point formatting and parsing improved (StringBuilder, no need for trailing comma).",dweiss,dweiss,Trivial,Closed,Fixed,06/Mar/08 09:54,21/May/11 03:24,
Bug,MAHOUT-152,12431477,SquaredEuclideanDistanceMeasure distance method has a bug in comparing sizes,gsingers,gsingers,Trivial,Closed,Fixed,27/Jul/09 01:26,21/May/11 03:24,
Improvement,MAHOUT-111,12417156,Redirect Test output to file,gsingers,gsingers,Trivial,Closed,Fixed,18/Mar/09 10:40,21/May/11 03:24,
Improvement,MAHOUT-109,12416394,"Implementation of Cosine distance measure, plus unit test.",gsingers,richardtomsett,Trivial,Closed,Fixed,08/Mar/09 21:54,21/May/11 03:24,
Improvement,MAHOUT-13,12390345,Investigate Mahout jar loading,dweiss,gsingers,Trivial,Closed,Fixed,06/Mar/08 13:28,21/May/11 03:24,
Bug,MAHOUT-48,12394353,isConverged() and converge flag OK?,jeastman@windwardsolutions.com,srowen,Trivial,Closed,Fixed,19/Apr/08 01:03,21/May/11 03:24,
Bug,MAHOUT-290,12456235,Make SequenceFileFromDirectory input args consistent with others,gsingers,gsingers,Trivial,Closed,Fixed,13/Feb/10 17:38,21/May/11 03:24,
Improvement,MAHOUT-57,12396763,Mahout Project Logo,gsingers,lukas.vlcek,Trivial,Closed,Fixed,24/May/08 20:52,21/May/11 03:23,
Bug,MAHOUT-203,12441145,"JWriterVectorWriter doesn't flush, content not necessarily written to disk. ",srowen,floleibert,Trivial,Closed,Fixed,19/Nov/09 05:27,21/May/11 03:23,
Improvement,MAHOUT-32,12393416,Migrate logging statements away from System.out.println,,isabel,Trivial,Closed,Fixed,08/Apr/08 14:33,21/May/11 03:23,
Improvement,MAHOUT-611,12499126,Please make taste-web working with mvn jetty:run (org.apache.mahout.cf.taste.common.TasteException: java.lang.ClassNotFoundException: ${recommender.class}),srowen,manuel_b,Trivial,Closed,Not A Problem,19/Feb/11 17:46,21/May/11 03:22,
Bug,MAHOUT-508,12474747,ARFF Driver configuration for mahout script missing,,frankscholten,Trivial,Closed,Fixed,21/Sep/10 19:56,21/May/11 03:19,
Improvement,MAHOUT-623,12501085,"Bug/improvement: add ""overwrite"" option to Stochastic SVD command line and API",dlyubimov,dlyubimov,Trivial,Closed,Fixed,10/Mar/11 23:58,21/May/11 03:19,
Improvement,MAHOUT-536,12478734,ClusterDumper has some private static methods that are generally useful,gsingers,gsingers,Trivial,Closed,Fixed,30/Oct/10 19:26,21/May/11 03:19,
Improvement,MAHOUT-674,12504527,Let the TrainLogistic class could print the category feature weight probably,srowen,xuwenhao,Trivial,Closed,Fixed,18/Apr/11 11:03,21/May/11 03:18,
Improvement,MAHOUT-540,12479234,Integration test for the DocumentProcessor,,frankscholten,Trivial,Closed,Fixed,05/Nov/10 17:30,21/May/11 03:18,
Bug,MAHOUT-642,12502878,Wrong parameter order in LoglikelihoodSimilarity and DistributedLoglikelihoodVectorSimilarity,ssc,ssc,Trivial,Closed,Fixed,30/Mar/11 14:14,21/May/11 03:18,
Improvement,MAHOUT-613,12499167,Added descriptive messages to calls to Preconditions.checkNotNull(),srowen,frankscholten,Trivial,Closed,Fixed,20/Feb/11 15:42,21/May/11 03:18,25/Feb/11 00:00
Improvement,MAHOUT-554,12491472,Javadoc syntax error in AbstractJob's parseArguments method,,yaojingguo,Trivial,Closed,Fixed,28/Nov/10 02:37,21/May/11 03:18,
Improvement,MAHOUT-560,12492675,Support for more flexible file handling in text to sequence file conversion,isabel,isabel,Trivial,Closed,Fixed,07/Dec/10 22:36,21/May/11 03:18,
Improvement,MAHOUT-502,12474142,Adding footer note to command line utility,,joekumar,Trivial,Closed,Fixed,15/Sep/10 05:06,31/Oct/10 15:50,
Bug,MAHOUT-501,12474002,Property file lucenevector.props doesn't get loaded when running 'mahout lucene.vector',drew.farris,frankscholten,Trivial,Closed,Fixed,13/Sep/10 20:51,31/Oct/10 15:50,
Bug,MAHOUT-488,12472668,cannot run BayesFileFormatter from the command line,gsingers,kisoku,Trivial,Closed,Fixed,27/Aug/10 05:48,31/Oct/10 15:50,
Bug,MAHOUT-482,12471867,Defaulting $HADOOP_CONF_DIR to $HADOOP_HOME/conf,drew.farris,joekumar,Trivial,Closed,Fixed,18/Aug/10 01:11,31/Oct/10 15:50,
Bug,MAHOUT-481,12471709,Option --sizeOnly required in VectorDumper,,ssc,Trivial,Closed,Fixed,16/Aug/10 15:05,31/Oct/10 15:50,
Bug,MAHOUT-454,12470549,Bad link in java doc for  LogLikelihoodSimilarity,tdunning,tdunning,Trivial,Closed,Fixed,30/Jul/10 22:08,31/Oct/10 15:49,
Bug,MAHOUT-438,12469005,Wrong javadoc at org.apache.mahout.common.AbstractJob.addInputOption() ,srowen,ssc,Trivial,Closed,Fixed,11/Jul/10 13:16,31/Oct/10 15:49,
Bug,MAHOUT-410,12466356,NPE when calling hasPreferenceValues or getPreferenceValues on newly created FileDataModel  ,srowen,frankscholten,Trivial,Closed,Fixed,07/Jun/10 15:08,31/Oct/10 15:49,
Improvement,MAHOUT-400,12465563,Move SequenceFileFromDirectory to Utils,gsingers,gsingers,Trivial,Closed,Fixed,27/May/10 13:55,31/Oct/10 15:49,
Improvement,MAHOUT-271,12446942,Make WikipediaDatasetCreatorMapper fuzzy category match respect word boundaries,ogrisel,ogrisel,Trivial,Closed,Fixed,28/Jan/10 18:58,31/Oct/10 15:49,
Improvement,MAHOUT-87,12406712,Upgrade to Hadoop 0.18.1,gsingers,gsingers,Trivial,Closed,Fixed,17/Oct/08 20:30,17/Oct/08 20:33,
Improvement,MAHOUT-51,12394845,Upgrade to Hadoop 0.16.3,gsingers,gsingers,Trivial,Closed,Fixed,26/Apr/08 15:17,16/Sep/08 12:20,
