Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,,OPENJPA-876,12413465,,"Better test profiles for proprietary databases (DB2, Oracle) and continuous build",mikedd,mikedd,Major,Closed,Fixed,28/Jan/09 16:06,17/Jun/09 18:42,
Bug,,OPENJPA-1137,12427830,,ArrayIndexOutOfBoundsException on embeddable object with ToMany relation,,sabaudi,Major,Open,,14/Jun/09 08:19,15/Jun/09 15:46,
Sub-task,Patch Available,OPENJPA-1113,12426842,12426574,Reflection class performance improvement,allee8285,allee8285,Major,Closed,Fixed,01/Jun/09 18:44,08/Jun/09 16:34,
Improvement,,OPENJPA-1104,12426514,,Separate DBDictionaries for DB2 Z/OS and iSeries,,mikedd,Major,Open,,27/May/09 21:00,27/May/09 21:00,
Bug,,OPENJPA-1099,12426042,,<xmp> tag in Javadoc comments causes Javadoc corruption,dezzio,dezzio,Major,Closed,Fixed,21/May/09 18:42,22/May/09 14:19,
Bug,,OPENJPA-444,12382739,,Unnecessary updates during flush operation.,,swojtasiak,Major,Open,,18/Nov/07 09:28,19/May/09 20:36,
Sub-task,,OPENJPA-507,12387647,12374506,JPA Pre/PostUpdate callbacks over-invoked on new-flushed instances,,pcl,Major,Open,,01/Feb/08 16:09,19/May/09 16:27,
Sub-task,,OPENJPA-436,12381964,12374506,State image is not created properly in some configurations,,pcl,Major,Open,,06/Nov/07 22:29,19/May/09 16:26,
Sub-task,,OPENJPA-309,12375531,12374506,CTS passing in at least JDK6,pcl,pcl,Major,Open,,07/Aug/07 16:56,19/May/09 16:25,
Sub-task,,OPENJPA-301,12374888,12374506,"Validate EM.getTransactionalObjects(), EM.getDirtyObjects(), EM.getPersistedClasses() etc.",,pcl,Major,Open,,28/Jul/07 17:09,19/May/09 16:25,
Sub-task,,OPENJPA-300,12374745,12374506,Beef up detached state handling,,pcl,Major,Open,,26/Jul/07 21:37,19/May/09 16:24,
New Feature,,OPENJPA-293,12374506,,OpenJPA should not require managed type enhancement,,pcl,Major,Open,,24/Jul/07 23:09,19/May/09 16:24,
Sub-task,,OPENJPA-406,12380565,12378673,refresh() on a runtime enhanced class not working as expected,,kwsutter,Major,Open,,16/Oct/07 22:34,19/May/09 16:21,
Bug,,OPENJPA-441,12382414,,Memory increase when deleting objects,mcconne,christiaan,Major,Open,,13/Nov/07 10:03,17/May/09 03:10,
Bug,,OPENJPA-474,12385239,,Memory overhead by openjpa,mcconne,christiaan,Major,Open,,27/Dec/07 09:39,17/May/09 03:09,
Sub-task,,OPENJPA-513,12388277,12381666,No schema validation with Sun JDK,kwsutter,kwsutter,Major,Open,,09/Feb/08 20:28,15/May/09 20:13,
Improvement,,OPENJPA-1045,12423507,,Add opt-in and opt-out configuration for L2 DataCache,mikedd,mikedd,Major,Closed,Fixed,22/Apr/09 20:14,15/May/09 15:58,
Bug,,OPENJPA-1087,12425563,,EJBJPA   INFO    [ejbd 3] openjpa.Enhance - Creating subclass for ,,rajeshthe,Major,Open,,15/May/09 07:34,15/May/09 14:16,
New Feature,,OPENJPA-1086,12425528,,Investigate the effort to integrate metamodel generation and refactoring in Eclipse IDE,,ppoddar@apache.org,Major,Open,,14/May/09 21:39,14/May/09 21:39,
Wish,,OPENJPA-432,12381854,,Would like for OpenJPA to provide a platform for eclipse Dali,,wesw@wantii.com,Major,Open,,05/Nov/07 19:45,14/May/09 14:10,
Task,,OPENJPA-475,12385355,,Please publish OpenJPA 1.0.1 sources to Maven 2 repo.,,rahul.thakur,Major,Closed,Fixed,30/Dec/07 22:30,14/May/09 14:05,
Bug,,OPENJPA-316,12376008,,Unenhanced OneToMany collection not loaded,,dain,Major,Reopened,,14/Aug/07 22:27,13/May/09 22:06,
New Feature,,OPENJPA-807,12409670,,OpenJPA 2.0 iteration 2 primary task,techhusky,techhusky,Major,Closed,Fixed,02/Dec/08 17:53,11/May/09 16:28,18/Jan/09 00:00
Bug,,OPENJPA-862,12412683,,Wrong id-parameter used for prepared statement when fetching a collection,,arne,Major,Closed,Fixed,17/Jan/09 22:52,01/May/09 10:18,
Bug,,OPENJPA-1036,12422795,,CLONE -DB2 autoCommit(true) causes Result Set prematurely closed in WebContainer JEE environment.,fancy,bogdan.stroe,Major,Open,,14/Apr/09 13:50,30/Apr/09 14:52,
Bug,,OPENJPA-1018,12421880,,@PreUpdate raised for new entities annotated with @EntityListeners,,jkronegg,Major,Open,,02/Apr/09 14:35,30/Apr/09 14:29,
Question,,OPENJPA-889,12413769,,OpenJPA enhancer in ant script,,mini_root,Major,Open,,02/Feb/09 11:21,24/Apr/09 15:36,
Bug,,OPENJPA-1044,12423481,,Entity/Embeddable as parameter to query causes intermittent thread deadlock ,,ppoddar@apache.org,Major,Open,,22/Apr/09 15:35,22/Apr/09 15:35,
Bug,,OPENJPA-1042,12423229,,can't define named-query in configuration orm.xml,,bravegag,Major,Open,,19/Apr/09 18:07,19/Apr/09 18:07,
Bug,,OPENJPA-206,12366714,,Key column does not cascade multiple joins.,,matt.anderson,Major,Open,,06/Apr/07 15:12,17/Apr/09 12:53,
Bug,,OPENJPA-232,12368429,,concat function in EJB QL doesn't nest,,bigdan,Major,Open,,02/May/07 00:00,15/Apr/09 14:55,
Wish,,OPENJPA-1037,12422807,,"queries don't use catalog name, desirable for sybase DB",,uz-mark,Major,Open,,14/Apr/09 16:38,15/Apr/09 14:14,
Bug,,OPENJPA-840,12411074,,OpenJPA does not fully support database catalogs,mcconne,techhusky,Major,Open,,19/Dec/08 20:52,15/Apr/09 14:14,
Bug,,OPENJPA-632,12397984,,setFirstResult and setMaxResults not working for Oracle.,mikedd,mikedd,Major,Closed,Fixed,10/Jun/08 21:29,14/Apr/09 09:38,
Bug,,OPENJPA-718,12403799,,Need to update the supported database table,,kwsutter,Major,Open,,05/Sep/08 21:41,10/Apr/09 17:48,
Bug,,OPENJPA-1030,12422458,,detachment with DetachState=fetch-groups doesnt work,,logemann,Major,Open,,09/Apr/09 11:10,09/Apr/09 11:10,
Bug,,OPENJPA-1019,12421988,,orm.xml does not override annotations,,olegzenzin,Major,Open,,03/Apr/09 17:17,08/Apr/09 00:35,
Bug,,OPENJPA-788,12409259,,Error finding entity class while parsing orm.xml.,,vbhatia,Major,Open,,26/Nov/08 10:36,07/Apr/09 07:04,
Improvement,,OPENJPA-1021,12422109,,PersistentMap MapKey applied to a relation field as key for a java.util.Map,,vorburger,Major,Open,,06/Apr/09 12:06,06/Apr/09 16:40,
Bug,,OPENJPA-1017,12421838,,Embedded entity results in additional column in generated sql when @Column is used,,christophergorge,Major,Open,,02/Apr/09 06:18,02/Apr/09 06:18,
Bug,,OPENJPA-573,12394155,,JPQL: The combination LIKE ESCAPE does not accept parameters,mikedd,goshoo,Major,Closed,Fixed,16/Apr/08 22:20,01/Apr/09 15:17,
Bug,,OPENJPA-997,12419353,,JPQL with MAX and SIZE together throws an error on MS SQLserver,,rpalache,Major,Open,,24/Mar/09 21:36,24/Mar/09 21:40,
Sub-task,,OPENJPA-289,12374285,12374293,Setting a parameter in a bulk update with a value of type Enum throws an exception,,kriket,Major,Closed,Fixed,20/Jul/07 18:56,23/Mar/09 17:48,
Improvement,,OPENJPA-996,12419171,,Ability to configuring data cache in MBytes,,goshoo,Major,Open,,22/Mar/09 11:20,22/Mar/09 11:20,
Improvement,,OPENJPA-994,12417385,,Improve performance in M2M findBy operations,,mikedd,Major,Open,,20/Mar/09 14:11,20/Mar/09 14:11,
New Feature,,OPENJPA-987,12417238,,Support gradual reslicing/data migration,ppoddar@apache.org,ppoddar@apache.org,Major,Open,,19/Mar/09 03:21,19/Mar/09 03:21,
Bug,,OPENJPA-984,12417189,,PostLoad and PostUpdate not called for objects with a bidirectional relationship,,sdroscher,Major,Open,,18/Mar/09 17:18,18/Mar/09 17:18,
Bug,,OPENJPA-811,12409788,,"With Oracle, OpenJPA allows setting non-nullable field to null",mikedd,dinkar,Major,Closed,Fixed,03/Dec/08 18:44,17/Mar/09 16:21,
New Feature,,OPENJPA-977,12416781,,Improve interface based domain model support,ppoddar@apache.org,ppoddar@apache.org,Major,Open,,12/Mar/09 19:49,12/Mar/09 23:17,
Bug,,OPENJPA-971,12416559,,Time handling in Dates,,adam.hardy@cyberspaceroad.com,Major,Open,,10/Mar/09 17:32,10/Mar/09 17:37,
Bug,,OPENJPA-510,12387933,,ReverseMappingTool generates incorrect SQL for PostgreSQL if -fk = true,mcconne,mikedd,Major,Open,,06/Feb/08 04:34,10/Mar/09 15:07,
Bug,,OPENJPA-72,12354334,,PersistenceProviderImpl.createContainerEntityManagerFactory() should not add a ClassTransformerImpl to PersistenceUnitInfo if <exclude-unlisted-classes>,,cklaasmeyer,Major,Open,,31/Oct/06 02:28,03/Mar/09 12:18,
Bug,,OPENJPA-676,12401793,,Connection used for NativeSequences is not closed,,mikedd,Major,Closed,Fixed,06/Aug/08 15:29,03/Mar/09 01:49,
Sub-task,,OPENJPA-936,12415295,12414167,org.apache.openjpa.persistence.ArgumentException when table names exceed 30 characters for Oracle ,mcconne,mcconne,Major,Closed,Duplicate,22/Feb/09 06:09,28/Feb/09 22:22,
Sub-task,,OPENJPA-909,12414176,12414167,org.apache.openjpa.persistence.annotations.TestOneToMany,mcconne,mcconne,Major,Closed,Duplicate,06/Feb/09 03:21,27/Feb/09 22:18,
Bug,,OPENJPA-911,12414274,,Issue with FetchAttribute recursionDepth ,,bdellert,Major,Open,,06/Feb/09 23:10,26/Feb/09 19:20,
Improvement,,OPENJPA-942,12415612,,Allow test to specify target database platform,,ppoddar@apache.org,Major,Open,,25/Feb/09 20:48,25/Feb/09 20:48,
Improvement,,OPENJPA-939,12415433,,Allow query on subclass field on superclass extent under specific hint,,ppoddar@apache.org,Major,Open,,24/Feb/09 01:57,24/Feb/09 01:57,
Sub-task,,OPENJPA-938,12415410,12414167, org.apache.openjpa.persistence.relations.TestInverseEagerSQL hangs on Oracle,mcconne,mcconne,Major,Open,,23/Feb/09 21:44,23/Feb/09 21:44,
Bug,,OPENJPA-912,12414319,,Potential NPE in setInverseRelation,mikedd,fancy,Major,Closed,Fixed,08/Feb/09 01:33,23/Feb/09 16:50,
New Feature,,OPENJPA-929,12415178,,Scheam generation from schema tool,,dbeer,Major,Open,,19/Feb/09 22:52,21/Feb/09 08:11,
Bug,,OPENJPA-904,12414167,,"Testcase failures when using the PostgreSQL, Oracle, and DB2 databases",mcconne,mcconne,Major,Open,,06/Feb/09 01:37,20/Feb/09 18:55,
Bug,,OPENJPA-921,12414826,,don't close connections with DBCP,,goshoo,Major,Open,,15/Feb/09 14:46,15/Feb/09 14:46,
Sub-task,,OPENJPA-870,12413131,12409671,Support orphanRemoval attribute on relationships,faywang,faywang,Major,Closed,Fixed,23/Jan/09 21:19,11/Feb/09 18:54,
Improvement,,OPENJPA-897,12414017,,OpenJPA Documentaion should provide better navigation,,ppoddar@apache.org,Major,Open,,04/Feb/09 17:46,04/Feb/09 17:46,
Question,,OPENJPA-893,12413944,,SQLStoreQuery  does not support named parameters,,sapiens,Major,Open,,03/Feb/09 20:47,03/Feb/09 21:21,
Bug,,OPENJPA-877,12413485,,Findbugs problems with our generated enhanced code,,kwsutter,Major,Open,,28/Jan/09 20:39,28/Jan/09 20:39,
Sub-task,,OPENJPA-765,12408210,12400929,Check for insertable or updateable before checking value for null,mikedd,mikedd,Major,Closed,Fixed,11/Nov/08 03:23,27/Jan/09 20:17,
Bug,,OPENJPA-868,12413105,,Insertion of non-null String in non-nullable column yields ORA-01400: insertion of null not possible,,klaus,Major,Open,,23/Jan/09 16:21,23/Jan/09 16:21,
Bug,,OPENJPA-864,12412951,,Subquery problems with SYNTAX_DATABASE (Oracle),mikedd,mikedd,Major,Closed,Fixed,21/Jan/09 23:30,23/Jan/09 14:49,
Improvement,,OPENJPA-826,12410622,,"moving some code outside of lock boundaries, that don't need to be locked",,fern,Major,Open,,13/Dec/08 01:10,20/Dec/08 07:02,
Bug,,OPENJPA-786,12409222,,slices documentation needs to mention requirement for global username/password,ppoddar@apache.org,fern,Major,Open,,25/Nov/08 22:00,20/Dec/08 06:58,
Bug,,OPENJPA-835,12411017,,Loading nested toMany EAGER relation resuled in PersistenceException,fancy,fancy,Major,Closed,Fixed,18/Dec/08 23:07,19/Dec/08 02:24,
Bug,,OPENJPA-829,12410855,,QueryImpl missing a few assertNotReadOnly,,fern,Major,Open,,17/Dec/08 00:15,17/Dec/08 00:15,
Bug,,OPENJPA-818,12410112,,TCK module should use Geronimo JPA 2.0 EA jar,mikedd,mikedd,Major,Closed,Fixed,05/Dec/08 21:22,05/Dec/08 21:25,08/Dec/08 00:00
Bug,,OPENJPA-810,12409673,,ArgumentException thrown during query compilation in multithreaded application,,techhusky,Major,Open,,02/Dec/08 19:07,02/Dec/08 19:14,
Bug,,OPENJPA-791,12409288,,MappedSuperclass inheritance does not work properly with duplicate persistent field names,,techhusky,Major,Open,,26/Nov/08 18:43,26/Nov/08 19:16,
Bug,,OPENJPA-785,12409213,,SQLException from findObject,,pawel.niezgoda,Major,Open,,25/Nov/08 18:51,25/Nov/08 18:51,
Bug,,OPENJPA-768,12408304,,MappedSuperclass goes only 1 level deep.,,maarnold,Major,Open,,12/Nov/08 01:34,12/Nov/08 01:34,
Bug,,OPENJPA-599,12395902,,Postgres table cleanup problem,plunchete,plunchete,Major,Open,,13/May/08 09:29,11/Nov/08 23:19,
New Feature,,OPENJPA-763,12407947,,Integrate with encryption solutions such as JASYPT,,kwsutter,Major,Open,,06/Nov/08 15:52,06/Nov/08 15:52,
Wish,,OPENJPA-688,12402053,,support @SecondaryTable in MappedSuperclass,,wilesun,Major,Open,,09/Aug/08 11:36,22/Oct/08 08:12,
Bug,,OPENJPA-690,12402056,,JPQL select express support alias,,wilesun,Major,Open,,09/Aug/08 11:56,22/Oct/08 08:08,
Bug,,OPENJPA-634,12398017,,SQLException not reported from Batched statement,allee8285,fancy,Major,Closed,Fixed,11/Jun/08 02:37,30/Sep/08 16:25,
Bug,,OPENJPA-729,12404678,,"@Column( insertable=false ) broken, causes 'can not be set' exception",,gmarkham,Major,Open,,18/Sep/08 20:12,18/Sep/08 22:54,
Bug,,OPENJPA-180,12365700,,Batch Update support needed for OpenJPA performance,,jstecher,Major,Closed,Fixed,23/Mar/07 21:03,18/Sep/08 16:46,
Bug,,OPENJPA-468,12384728,,"PCEnhancer does not find meta data for entities using pure XML annotation (or entities in JAR files, error handling needs improvment?)",,sebasouza,Major,Open,,16/Dec/07 19:44,16/Sep/08 18:59,
Bug,,OPENJPA-376,12378671,,Need more trace for transaction demarcation,kwsutter,kwsutter,Major,Open,,19/Sep/07 16:23,16/Sep/08 18:59,
Improvement,,OPENJPA-411,12380950,,"List.add(int,Object) is inefficient in default mappings",,pcl,Major,Open,,22/Oct/07 21:33,16/Sep/08 18:59,
Bug,,OPENJPA-276,12372952,,"In a Resource Local Persistence Unit, when I create a second EntityManagerFactory, I lose the db2 database specific settings that I need (for ZOS DB2 V8) and which I got with the Entity Managers created from the first EntityManagerFactory that I created a",,ghongell,Major,Open,,04/Jul/07 00:27,16/Sep/08 18:59,
Bug,,OPENJPA-663,12400689,,Index creation fails when default schema does not exist,,techhusky,Major,Open,,21/Jul/08 19:39,16/Sep/08 18:59,
Bug,,OPENJPA-69,12354146,,Null reference from one Entity to other causes fault with OpenJPA 0.9.0 and Apache Derby 10.1 when byte[] used as identity,,rusd,Major,Open,,27/Oct/06 15:51,16/Sep/08 18:59,
Improvement,,OPENJPA-717,12403720,,OpenJPA doesn't generate SQL with efficient joins when joined inheritance strategy is used and there is one-many relation in superclass,,xiaoqinfeng2000,Major,Open,,04/Sep/08 22:05,04/Sep/08 22:30,
Question,,OPENJPA-694,12402468,,@SecondaryTable expected behavior is INNER JOIN?,,xexeo,Major,Open,,15/Aug/08 18:16,03/Sep/08 17:11,
Bug,,OPENJPA-684,12402029,,"Merge fails with context closed exception only when using load time ""enhancement""",,dezzio,Major,Open,,08/Aug/08 19:34,29/Aug/08 15:36,
Bug,,OPENJPA-674,12401748,,javaagent enhancer (PCEnhancerAgent) ignores persistence units after the first in persistence.xml,fancy,dinkar,Major,Closed,Fixed,06/Aug/08 01:02,06/Aug/08 01:33,
Bug,,OPENJPA-457,12383754,,ClassCastException in Filters.convert,ppoddar@apache.org,gangolli,Major,Closed,Fixed,02/Dec/07 23:29,02/Aug/08 14:06,
Bug,,OPENJPA-462,12384082,,OptimisticException is thrown instead of OptimisticLockException,ppoddar@apache.org,ajay662,Major,Closed,Fixed,06/Dec/07 14:56,02/Aug/08 14:02,
Bug,,OPENJPA-188,12365987,,Positional parameters (in)order within query and query.setParameter (in)order,,jlaskowski,Major,Closed,Invalid,28/Mar/07 07:56,01/Aug/08 23:40,
Bug,,OPENJPA-671,12401375,,QueryCache can hinder the change in FetchPlan to take effect,,ppoddar@apache.org,Major,Open,,31/Jul/08 03:57,31/Jul/08 03:57,
Sub-task,,OPENJPA-613,12396837,12362220,Document configuration and limitations for entity manager serialization,,pcl,Major,Open,,27/May/08 01:07,30/Jul/08 16:16,
Improvement,,OPENJPA-593,12395538,,"Embedded element/key/value types should not be limited to simple fields and direct relations to other persistent types, but allow embedded Collections",,vorburger,Major,Open,,07/May/08 17:18,29/Jul/08 16:37,
Improvement,,OPENJPA-633,12398011,,Update the release process to use maven plugins,mikedd,mikedd,Major,Closed,Fixed,10/Jun/08 23:10,29/Jul/08 16:29,
New Feature,,OPENJPA-486,12386312,,OpenJPAEntityManager.createInstance(Class<T> cls) fails when T is an abstract class,,ppoddar@apache.org,Major,Open,,15/Jan/08 21:52,29/Jul/08 16:27,
Bug,,OPENJPA-669,12401190,,NativeSequences can be incremented within the business transaction,mikedd,mikedd,Major,Closed,Fixed,28/Jul/08 21:11,28/Jul/08 21:24,
Bug,,OPENJPA-292,12374499,,Extra JOIN on eager bi-directional relationship,,rob.wisniewski,Major,Open,,24/Jul/07 20:28,23/Jul/08 23:13,
Bug,,OPENJPA-241,12369742,,Extra SQL on lazy CMR load,fancy,rob.wisniewski,Major,Closed,Fixed,19/May/07 12:41,23/Jul/08 23:08,
Bug,,OPENJPA-530,12390015,,Statement batching incorrectly re-arranged order of SQL statements organized by update managers,allee8285,allee8285,Major,Closed,Fixed,03/Mar/08 01:19,17/Jul/08 14:31,
Bug,,OPENJPA-560,12393419,,merge() throws NPE or unable to create proxy,,adam.hardy@cyberspaceroad.com,Major,Open,,08/Apr/08 15:40,16/Jul/08 14:21,
Bug,,OPENJPA-400,12380237,,schema defined in the orm.xml's persistence-unit-defaults is not honored,,tommut,Major,Open,,12/Oct/07 14:05,08/Jul/08 16:56,
Sub-task,,OPENJPA-643,12399021,12398364,Add cache store implementation option to data cache,techhusky,techhusky,Major,Open,,25/Jun/08 18:39,27/Jun/08 15:11,
Improvement,,OPENJPA-615,12396947,,Add trace info for datasource connection properties,fancy,fancy,Major,Closed,Fixed,28/May/08 00:59,26/Jun/08 19:56,
Bug,,OPENJPA-499,12386707,,Missing dependencies in openjpa-persistence and openjpa-persistence-jdbc,clr,clr,Major,Closed,Invalid,19/Jan/08 22:02,25/Jun/08 19:43,
Wish,,OPENJPA-639,12398733,,A PersistenceUnit/JVM -wide in-memory Lock manager for optimistic transaction,,ppoddar@apache.org,Major,Open,,20/Jun/08 23:10,20/Jun/08 23:10,
Improvement,,OPENJPA-88,12358360,,Robustness of Distributed Cache Synchronization against transport outage,ppoddar@apache.org,ppoddar@apache.org,Major,Closed,Fixed,12/Dec/06 02:57,19/Jun/08 12:20,
Bug,,OPENJPA-524,12389607,,NullPointerException when persisting a subclass and @Id field is declared in the abstract superclass.,ppoddar@apache.org,apatel@axway.com,Major,Closed,Fixed,26/Feb/08 18:23,19/Jun/08 12:19,
Bug,,OPENJPA-610,12396741,,Application behavior is impacted based on whether DataCache is active or not,,ppoddar@apache.org,Major,Open,,23/May/08 21:34,27/May/08 21:07,
Bug,,OPENJPA-592,12395536,,In MySQL explicitly specifying openjpa.jdbc.Schema with default schema gives an error on first time EM access if mapping is already done,,jasonzheng1970,Major,Open,,07/May/08 15:46,19/May/08 15:57,
Bug,,OPENJPA-603,12396216,,Schema Tool discards the size of decimal column,,sandeeps@bea.com,Major,Open,,16/May/08 19:57,16/May/08 21:59,
Bug,,OPENJPA-600,12395963,,java.lang.NoClassDefFoundError is thrown when using JRocket and application-provided OpenJPA jars,,jasonzheng1970,Major,Open,,13/May/08 18:43,13/May/08 18:57,
Bug,,OPENJPA-442,12382539,,JIRA-407 introduced backward compatibility problem in QueryImpl,mikedd,tckan1,Major,Closed,Fixed,14/Nov/07 18:54,20/Apr/08 19:08,
Bug,,OPENJPA-456,12383584,,Missed to validate the column name length for Join Column,mikedd,tckan1,Major,Closed,Fixed,30/Nov/07 05:11,20/Apr/08 19:00,
Bug,,OPENJPA-542,12392192,,OracleDictionary.getEmptyClob uses its classloader instead of the current classloader. ,mikedd,mikedd,Major,Closed,Fixed,24/Mar/08 18:14,17/Apr/08 18:29,
Bug,,OPENJPA-244,12370109,,Java 2 Security enablement,allee8285,kwsutter,Major,Closed,Fixed,24/May/07 02:48,15/Apr/08 18:16,
Bug,,OPENJPA-559,12393154,,java.rmi.MarshalException due to mismatched serialization UIDs of: Source (RepId RMI:org.apache.openjpa.kernel.DetachedStateManager,allee8285,allee8285,Major,Closed,Fixed,04/Apr/08 19:26,15/Apr/08 18:13,
Bug,,OPENJPA-552,12392960,,Do not recognize Connection* properties in persistence.xml in appl server container,allee8285,allee8285,Major,Closed,Fixed,02/Apr/08 18:10,15/Apr/08 18:13,
Bug,,OPENJPA-532,12390281,,SchemaTool performs no function if no pu is found.,allee8285,allee8285,Major,Closed,Fixed,05/Mar/08 19:54,15/Apr/08 18:12,
Bug,,OPENJPA-367,12378065,,PCEnhancer does not find meta data for entities using pure XML annotation,allee8285,allee8285,Major,Closed,Fixed,12/Sep/07 16:30,15/Apr/08 18:10,
Bug,,OPENJPA-569,12393809,,CLONE -Postgres: bytea vs. oid handling in PreparedStatement.setNull() calls,,vastruc,Major,Open,,12/Apr/08 13:57,12/Apr/08 14:00,
Bug,,OPENJPA-547,12392499,,INNER JOIN Fetch query incorrectly generates  LEFT join SQL,fancy,fancy,Major,Closed,Fixed,27/Mar/08 21:43,11/Apr/08 01:27,
Improvement,,OPENJPA-556,12393092,,Data cache infrastructure should take advantage of batching,,pcl,Major,Open,,04/Apr/08 06:50,04/Apr/08 06:50,
Wish,,OPENJPA-553,12392961,,Improved diagnostics to include field names when Exceptions thrown.,,dfg,Major,Open,,02/Apr/08 18:27,02/Apr/08 18:27,
Bug,,OPENJPA-437,12382100,,EntityManagerFactory is not thread-safe,kwsutter,kwsutter,Major,Closed,Fixed,08/Nov/07 14:23,27/Mar/08 20:23,
Bug,,OPENJPA-540,12391919,,"Classloading issue with WAS, Spring, and OpenJPA",kwsutter,kwsutter,Major,Closed,Fixed,19/Mar/08 21:18,25/Mar/08 13:16,
Bug,,OPENJPA-543,12392195,,Unclosed prepared statements in SQLStoreQuery.executeUpdate.,mikedd,mikedd,Major,Closed,Fixed,24/Mar/08 18:38,24/Mar/08 18:45,
Bug,,OPENJPA-528,12389926,,FK columns which contain reserved workds are renamed incorrectly.,mikedd,mikedd,Major,Closed,Fixed,29/Feb/08 22:09,24/Mar/08 15:13,
Bug,,OPENJPA-529,12389929,,ManagedClassSubclasses stores table names twice. ,mikedd,mikedd,Major,Closed,Invalid,29/Feb/08 22:11,21/Mar/08 14:40,
Bug,,OPENJPA-531,12390226,,InstantiationException in latest OpenJPA build,,aco,Major,Open,,05/Mar/08 02:26,05/Mar/08 02:26,
Bug,,OPENJPA-227,12367997,,Schema attribute for @Table() causes MappingToll validate to throw an exception,,pmoran,Major,Open,,25/Apr/07 02:52,01/Mar/08 00:11,
Bug,,OPENJPA-366,12378057,,InternalException thrown in BrokerImpl.endOperation,allee8285,allee8285,Major,Closed,Fixed,12/Sep/07 14:27,27/Feb/08 20:30,
Bug,,OPENJPA-520,12389247,,JMSRemoteCommitProvider throws ClassNotFoundExceptions on update in some configurations,,xiaoqinfeng2000,Major,Open,,21/Feb/08 19:45,27/Feb/08 04:50,
Bug,,OPENJPA-521,12389251,,Collection ordering doesn''t work if the cache is enabled,,xiaoqinfeng2000,Major,Open,,21/Feb/08 20:29,27/Feb/08 00:01,
Bug,,OPENJPA-519,12389227,,Surefire 2.4 compilation issues,,kwsutter,Major,Open,,21/Feb/08 15:43,21/Feb/08 15:43,
Bug,,OPENJPA-514,12388367,,Problems with the openjpa.RestoreState property,,dezzio,Major,Open,,11/Feb/08 17:25,14/Feb/08 17:44,
