Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,OPENJPA-2303,12623148,,second call of getSingleResult() fails with @EagerFetchMode(FetchMode.JOIN),,mglauche,Critical,Open,,10/Dec/12 14:20,14/Jan/13 10:53,
New Feature,,OPENJPA-1541,12457482,,Support Enum as Primary Key Type,,bht@actrix.gen.nz,Critical,Open,,25/Feb/10 20:38,11/Nov/12 11:12,
Bug,,OPENJPA-1787,12473823,,Bean validation fails merging a new entity,techhusky,oringel,Critical,Closed,Fixed,10/Sep/10 16:23,15/Oct/12 18:24,
Bug,,OPENJPA-2241,12600267,,Records from a JoinTable being deleted without any related user action,,santosh.shanmukh@gmail.com,Critical,Open,,26/Jul/12 06:06,16/Aug/12 10:23,
Bug,,OPENJPA-2218,12595115,,SQL-Result-set returns duplicate objects for the repetitive entity,,sat1985,Critical,Open,,19/Jun/12 13:54,19/Jun/12 13:54,
Question,,OPENJPA-2210,12560276,," Method executeQuery cannot be used for update. ERRORCODE=-4476, SQLSTATE=null",,sat1985,Critical,Closed,Not A Problem,12/Jun/12 01:46,19/Jun/12 13:24,
Bug,,OPENJPA-2212,12560527,,Exception caught from before_completion synchronization operation,,rnj786,Critical,Closed,Fixed,13/Jun/12 16:24,14/Jun/12 15:54,
Bug,,OPENJPA-1012,12421684,,Test failures in TestManagedInterface with @ManagedInterface annotation when using JDK6,,drwoods,Critical,Open,,31/Mar/09 16:34,03/Feb/12 16:20,
Bug,,OPENJPA-1845,12477846,,the prepared query cache doesn't currently work correclty with 'SELECT IN' statements,ppoddar@apache.org,struberg,Critical,Closed,Fixed,20/Oct/10 10:27,02/Feb/12 16:58,
Question,,OPENJPA-2078,12532338,,Using external datacache - poor performance when trying to fetch a large resultSet,,dimios7,Critical,Open,,22/Nov/11 14:24,22/Nov/11 15:21,
Bug,,OPENJPA-2013,12509670,,columnDefinition for TEXT types ends up in wrong sql statement,mikedd,jhohlfeld,Critical,Closed,Fixed,09/Jun/11 06:52,13/Jul/11 16:11,
Bug,,OPENJPA-1768,12471582,,StackOverflowError when finding an Entity with an Eager ManyToMany relationship.,mikedd,curtisr7,Critical,Closed,Fixed,13/Aug/10 19:48,13/Jul/11 16:11,
Bug,,OPENJPA-1410,12442243,,Class linkage exception when creating an EMF with OpenJPA M3,techhusky,techhusky,Critical,Closed,Fixed,02/Dec/09 18:13,12/Apr/11 07:40,
Bug,,OPENJPA-1853,12478171,,iSeries DB2 problem with using @GeneratedValue(strategy=GenerationType.IDENTITY),techhusky,atomik,Critical,Resolved,Fixed,24/Oct/10 10:27,23/Feb/11 15:24,
Bug,,OPENJPA-940,12415537,,Using table-generator in XML descriptor results in ClassCastException,fancy,uhermse,Critical,Closed,Fixed,25/Feb/09 07:58,17/Feb/11 14:11,
Test,,OPENJPA-945,12415737,,Cache synchronizing in multipele javm on single machine,,krishnadas.ts,Critical,Resolved,Won't Fix,27/Feb/09 05:07,17/Feb/11 04:16,
Bug,,OPENJPA-739,12405906,,Multi thread calls to EntityManagerFactory.getEntityManager() results in org.apache.openjpa.persistence.ArgumentException,,sachinyd,Critical,Closed,Cannot Reproduce,07/Oct/08 12:10,17/Feb/11 04:07,
Bug,,OPENJPA-1781,12473219,,OpenJPA 2.0 supports count(*) or not?,,zhangkf,Critical,Closed,Not A Problem,03/Sep/10 08:38,13/Jan/11 16:45,
Bug,Patch Available,OPENJPA-526,12389723,,Insert text more than 4K bytes to Clob column causes SQLException: Exhausted Resultset,fancy,frankca,Critical,Closed,Fixed,27/Feb/08 19:28,13/Jan/11 16:45,
Bug,,OPENJPA-398,12380053,,ConcurrentModificationException at org.apache.openjpa.kernel.BrokerImpl,fancy,lamerbot,Critical,Closed,Duplicate,10/Oct/07 12:13,13/Jan/11 16:45,
Bug,,OPENJPA-1790,12473961,,java.lang.VerifyError thrown when trying to commit entity.,fyrewyld,zhangkf,Critical,Resolved,Fixed,13/Sep/10 08:30,19/Nov/10 02:17,
Bug,Patch Available,OPENJPA-1789,12473858,,"When existing column type is NOT compatible with desired type, program dies with a MetaDataException",,e230217,Critical,Open,,10/Sep/10 20:40,21/Sep/10 19:09,
Bug,,OPENJPA-1748,12470336,,delete error when using constant joins with fetchtype lazy,,ganguin,Critical,Open,,28/Jul/10 11:44,17/Aug/10 00:12,
Bug,,OPENJPA-1074,12424940,,OrderColumn does not maintain index upon inter-list element removal - Phase 1,techhusky,techhusky,Critical,Closed,Fixed,08/May/09 15:16,22/Apr/10 20:32,15/May/09 00:00
Bug,,OPENJPA-820,12410312,,"slices: a simple query is failing (unique, but totally sending wrong parameters to SQL)",ppoddar@apache.org,fern,Critical,Closed,Fixed,09/Dec/08 23:02,22/Apr/10 20:32,
Bug,,OPENJPA-797,12409467,,slices does not work with QueryCompilationCache,ppoddar@apache.org,fern,Critical,Closed,Fixed,29/Nov/08 01:38,22/Apr/10 20:32,
Bug,,OPENJPA-1602,12460578,,Query with lock mode set to PESSIMISTIC_WRITE does not have for update clause attached to the sql when runs twice,ppoddar@apache.org,faywang,Critical,Closed,Fixed,29/Mar/10 18:04,22/Apr/10 20:30,
Bug,,OPENJPA-1597,12460114,,Need Compatibility setting for new OPENJPA-1097 Proxies and DetachedStateField behavior,drwoods,drwoods,Critical,Closed,Fixed,24/Mar/10 15:04,22/Apr/10 20:30,
Bug,Patch Available,OPENJPA-1091,12425610,,ReverseMappingTool fails for openjpa-examples/reversemapping sample,techhusky,drwoods,Critical,Closed,Fixed,15/May/09 17:32,22/Apr/10 20:30,
Bug,,OPENJPA-728,12404630,,SubQuery with Exists generates invalid SQL,mikedd,beskow,Critical,Closed,Duplicate,18/Sep/08 11:10,07/Apr/10 15:46,
Bug,,OPENJPA-68,12354098,,PCClassFileTransformer.isEnhanced() fails because PersistenceCapable package name is wrong,,cklaasmeyer,Critical,Closed,Fixed,27/Oct/06 06:10,09/Mar/10 18:35,
Bug,,OPENJPA-59,12350944,,Eager fetching not occuring for ToOne relationships during detachment,,dezzio,Critical,Closed,Fixed,25/Sep/06 13:22,09/Mar/10 18:35,
Bug,,OPENJPA-13,12347935,,GenerationType.IDENTITY problem with MS SQL Server,,megan.kim@gmail.com,Critical,Closed,Fixed,14/Aug/06 22:09,09/Mar/10 18:35,
Bug,,OPENJPA-628,12397816,,Issue Found With Recursive One-To_Many Relations in 1.1.0,mikedd,rkrier,Critical,Closed,Fixed,09/Jun/08 16:04,09/Mar/10 18:32,
New Feature,,OPENJPA-469,12384936,,"Generic (user, custom) GeneratedValue",,miro,Critical,Closed,Duplicate,19/Dec/07 07:01,09/Mar/10 18:32,
Bug,,OPENJPA-458,12383824,,OpenJPA doesn't throw standard JPA exceptions,ppoddar@apache.org,onural@nortel.com,Critical,Closed,Fixed,03/Dec/07 21:47,09/Mar/10 18:32,
Bug,,OPENJPA-315,12375994,,Unenhanced generated id field of a primitive wrapper type causes NPE,,dain,Critical,Closed,Fixed,14/Aug/07 19:04,09/Mar/10 18:32,
Bug,,OPENJPA-35,12348773,,In-memory Delete operation fails with active DataCache,,ppoddar@apache.org,Critical,Closed,Fixed,28/Aug/06 23:36,09/Mar/10 18:32,
Bug,Patch Available,OPENJPA-944,12415697,,FetchAttribute.recursionDepth = -1 does not load properly self referenced entities in a complex relation,ppoddar@apache.org,yzhivkov,Critical,Closed,Fixed,26/Feb/09 18:58,09/Mar/10 18:31,
Bug,,OPENJPA-836,12411045,,after em.clear the datacache is inconsistent,fancy,open_johan,Critical,Closed,Fixed,19/Dec/08 12:03,09/Mar/10 18:31,
Bug,,OPENJPA-821,12410326,,slices: DistributedStoreQuery$UpdateExecutor calls executeDelete by mistake,ppoddar@apache.org,fern,Critical,Closed,Fixed,10/Dec/08 01:15,09/Mar/10 18:31,
Bug,,OPENJPA-812,12409867,,slices: aggregate queries fail if any slice has empty results,ppoddar@apache.org,fern,Critical,Closed,Fixed,04/Dec/08 02:27,09/Mar/10 18:31,
Bug,,OPENJPA-801,12409567,,slices: basic query is failing on sort..  not sure why,ppoddar@apache.org,fern,Critical,Closed,Fixed,01/Dec/08 18:18,09/Mar/10 18:31,
Bug,,OPENJPA-799,12409520,,"slices: can not handle multiple projections in one query ( select count(*), max(fieldA) .......)",ppoddar@apache.org,fern,Critical,Closed,Fixed,01/Dec/08 00:06,09/Mar/10 18:31,
Bug,,OPENJPA-798,12409470,,slices does can not work with sequences properly (no adding objects?),ppoddar@apache.org,fern,Critical,Closed,Fixed,29/Nov/08 03:38,09/Mar/10 18:31,
Bug,,OPENJPA-795,12409401,,"enhancer throws an exception when parsing column name ""first.name"" because it thinks 'first' is a table name",fancy,maojianfeng,Critical,Closed,Fixed,27/Nov/08 16:41,09/Mar/10 18:31,
Bug,,OPENJPA-787,12409239,,slices query.getSingleResult is broken,ppoddar@apache.org,fern,Critical,Closed,Fixed,26/Nov/08 03:15,09/Mar/10 18:31,
Improvement,,OPENJPA-1468,12445852,,Upgrade build to use final Bean Validation spec API from Geronimo,drwoods,drwoods,Critical,Closed,Fixed,18/Jan/10 19:44,09/Mar/10 18:29,
Bug,,OPENJPA-794,12409358,,issues with closing/opening entity manager (slices) (can't seem to be able to create multiple entityManagers ),ppoddar@apache.org,fern,Critical,Closed,Fixed,27/Nov/08 00:16,09/Mar/10 18:08,
Bug,,OPENJPA-825,12410528,,slices: hangs with multithreaded true,ppoddar@apache.org,fern,Critical,Closed,Fixed,11/Dec/08 23:40,09/Mar/10 17:53,
New Feature,,OPENJPA-125,12362219,,OpenJPA-specific metadata cannot be specified in XML descriptors,dezzio,pcl,Critical,Open,,07/Feb/07 17:11,09/Mar/10 14:41,
Bug,,OPENJPA-1523,12456748,,Outside-Session Access to Entity fetched in Session fails,,bht@actrix.gen.nz,Critical,Closed,Invalid,19/Feb/10 04:21,22/Feb/10 18:32,
Bug,,OPENJPA-1109,12426631,,Entry get lost when attachCollection,,jimguo,Critical,Open,,28/May/09 21:18,31/May/09 17:50,
Question,,OPENJPA-1093,12425733,,Class not found warning in KODO 4.x,,abinashsamal,Critical,Closed,Invalid,18/May/09 15:42,18/May/09 17:04,
Bug,,OPENJPA-919,12414516,,JUnit for Bi-directional OneToOne with null relationships,,drwoods,Critical,Closed,Duplicate,10/Feb/09 21:28,19/Feb/09 20:28,
Bug,,OPENJPA-749,12406653,,Re insert record into DB updating Entity while global transaction enabled.,,johnnyyunfei,Critical,Open,,17/Oct/08 01:49,30/Oct/08 08:14,
Bug,,OPENJPA-527,12389807,,Merge of new one-to-many list only persists last element.,ppoddar@apache.org,gmarkham,Critical,Closed,Fixed,28/Feb/08 17:57,17/Jun/08 20:17,
Bug,,OPENJPA-115,12361497,,Bottleneck(s) with using OpenJPA in a Container-managed environment,kwsutter,kwsutter,Critical,Closed,Fixed,29/Jan/07 19:20,31/Jul/07 19:00,
Bug,,OPENJPA-261,12371987,,UnsupportedOperationException occurred in BrokerImpl.java,,tckan1,Critical,Closed,Fixed,19/Jun/07 22:02,20/Jul/07 16:26,
Bug,,OPENJPA-2898,13427435,,Cannot resolve the name 'orm:versionType',,pduroux,Major,Open,,09/Feb/22 09:40,13/Dec/22 14:37,
Sub-task,,OPENJPA-2713,13090964,13090960,[JPA-2.2] add support for Java8 Date/Time types,struberg,struberg,Major,Closed,Fixed,29/Jul/17 07:15,16/Mar/22 07:48,
Improvement,,OPENJPA-2900,13433059,,javax.xml.bind must be relocated to jakarta namespace,romain.manni-bucau,jlmonteiro,Major,Closed,Fixed,10/Mar/22 09:05,16/Mar/22 07:48,
Bug,,OPENJPA-2896,13418216,,Automatic module name is not set for bundles,solomax,solomax,Major,Closed,Fixed,17/Dec/21 10:35,16/Mar/22 07:46,
Bug,,OPENJPA-2614,12913703,,First rollback after application start does not work under certain circumstances,struberg,tim.goedde,Major,Closed,Fixed,17/Nov/15 14:11,16/Mar/22 07:46,
Improvement,,OPENJPA-2893,13417055,,H2 2.x is not working with OpenJPA,solomax,solomax,Major,Closed,Fixed,13/Dec/21 15:02,16/Mar/22 07:46,
Bug,,OPENJPA-2889,13413196,,commons-pool2 bundle version defined in karaf features repository is not aligned with the actual version used by openjpa,,jbonofre,Major,Closed,Fixed,22/Nov/21 15:06,16/Mar/22 07:46,
Task,,OPENJPA-2884,13408477,,javax.annotation.processing shouldn't be relocated in jakarta shade,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,26/Oct/21 14:20,16/Mar/22 07:46,
Bug,,OPENJPA-2877,13389149,,[JPA-2.1] implement AttributeConverter ,,tandraschko,Major,Closed,Fixed,12/Jul/21 13:50,16/Mar/22 07:46,
Bug,,OPENJPA-2876,13383264,,running 'refresh' schema action creates wrong SQL output,struberg,struberg,Major,Closed,Fixed,10/Jun/21 18:54,16/Mar/22 07:46,
Improvement,,OPENJPA-2875,13380376,,JPA Provider must filter out other JPA Providers,,jlmonteiro,Major,Closed,Fixed,25/May/21 15:44,16/Mar/22 07:46,
Improvement,,OPENJPA-2881,13402967,,runtime exception in org.apache.openjpa.lib.meta.XMLMetaDataParser.parseNewResource,solomax,pduroux,Major,Closed,Fixed,23/Sep/21 15:19,16/Mar/22 07:46,
Bug,,OPENJPA-2883,13407779,,UseTriggersForAutoAssign in Oracle seems to be broken,solomax,solomax,Major,Closed,Fixed,21/Oct/21 13:46,16/Mar/22 07:46,
Task,,OPENJPA-2885,13408485,,Make openjpa-junit5 support jakarta namespace,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,26/Oct/21 14:54,16/Mar/22 07:46,
Bug,,OPENJPA-2814,13302960,,Memory Leak in ForeignKey class,struberg,gregjdf,Major,Reopened,,05/May/20 20:11,16/Mar/22 07:45,
Sub-task,,OPENJPA-2714,13090965,13090960,[JPA-2.2] allow AttributeConverters to support CDI injection,,struberg,Major,Open,,29/Jul/17 07:16,16/Mar/22 07:41,
Task,,OPENJPA-2662,13001787,,get rid of serp,struberg,struberg,Major,Open,,31/Aug/16 19:00,16/Mar/22 07:41,
Bug,,OPENJPA-2694,13063805,,Creating count(distinct x.field) fails when using CriteriaBuilder,struberg,struberg,Major,Open,,13/Apr/17 14:23,16/Mar/22 07:41,
Sub-task,,OPENJPA-2715,13090966,13090960,[JPA-2.2] updated persistence provider discovery mechanism to support Java9 modules,,struberg,Major,Open,,29/Jul/17 07:17,16/Mar/22 07:41,
Task,,OPENJPA-2709,13090960,,Upgrade trunk to JPA-2.2,struberg,struberg,Major,Reopened,,29/Jul/17 07:08,16/Mar/22 07:41,
Bug,,OPENJPA-2670,13009919,,implement JPA-2.1 createEntityManager with SynchronizationType,struberg,struberg,Major,Open,,05/Oct/16 16:49,16/Mar/22 07:41,
Bug,,OPENJPA-2890,13413207,,Use javax.persistence 2.2.0 in karaf features repository,,jbonofre,Major,Open,,22/Nov/21 16:06,16/Mar/22 07:41,
Bug,,OPENJPA-2888,13413195,,commons-dbcp2 bundle version defined in karaf features repository is not aligned with the actual version used by openjpa,,jbonofre,Major,Open,,22/Nov/21 14:53,16/Mar/22 07:41,
Bug,,OPENJPA-2728,13136091,,Metamodel generation of entity or mapped superclass,,krichter,Major,Open,,03/Feb/18 21:15,16/Mar/22 07:41,
Sub-task,,OPENJPA-2711,13090962,13090960,[JPA-2.2] add ability to stream results ,,struberg,Major,Open,,29/Jul/17 07:12,16/Mar/22 07:41,
Bug,,OPENJPA-2806,13287570,,PESSIMISTIC_READ takes out exclusive lock on Postgres,struberg,pveselov,Major,Open,,25/Feb/20 18:43,16/Mar/22 07:41,
Bug,,OPENJPA-2808,13288243,,SchemaTool action DROP doesn't drop Indexes created with @Index,solomax,struberg,Major,Open,,28/Feb/20 10:05,16/Mar/22 07:41,
Bug,,OPENJPA-2895,13417119,,Predicates largely can not be used as value expressions,,pveselov,Major,Open,,13/Dec/21 19:05,13/Dec/21 22:47,
Bug,,OPENJPA-2894,13417056,,All boolean expressions are not predicates,,pveselov,Major,Open,,13/Dec/21 15:02,13/Dec/21 15:25,
Bug,,OPENJPA-2892,13414747,,persistence.xml: <jar-file> should take directory,,bmarwell,Major,Open,,01/Dec/21 10:04,01/Dec/21 10:04,
Question,,OPENJPA-2886,13410572,,javax.persistence.schema-generation.database.action setting seems to be ignored when using Persistence.createEntityManagerFactory(),,Makkus,Major,Open,,08/Nov/21 09:28,11/Nov/21 08:57,
Bug,,OPENJPA-2887,13411082,,trouble mapping a map field using an XML ORM,,pduroux,Major,Open,,10/Nov/21 14:32,10/Nov/21 14:32,
Bug,,OPENJPA-2879,13391811,,Regression in Column.isCompatible,,gregjdf,Major,Open,,26/Jul/21 07:14,03/Sep/21 13:11,
Bug,,OPENJPA-2880,13394630,,NPE in StoredProcedureQueryImpl,,tandraschko,Major,Open,,11/Aug/21 11:34,11/Aug/21 11:45,
Bug,,OPENJPA-2878,13391366,,<openjpa-3.1.2-r66d2a72 fatal user error> org.apache.openjpa.persistence.ArgumentException: The persistence provider is attempting to use properties in the persistence.xml file to resolve the data source ...,,parker0031,Major,Open,,22/Jul/21 14:05,22/Jul/21 17:48,
Task,,OPENJPA-2869,13376274,,Specification-Version still in v2,struberg,romain.manni-bucau,Major,Closed,Fixed,02/May/21 13:36,16/Jun/21 11:03,
Bug,,OPENJPA-2844,13345990,,Unable to call getProperties on EnitityManagerFactory before createEntityManager is called.,,michaelwiles,Major,Open,,14/Dec/20 23:18,11/Jun/21 07:09,
Improvement,Patch Available,OPENJPA-2521,12730783,,Cannot load entities from a different bundle in an OSGi environment.,,artaxerxe,Major,Open,,30/Jul/14 12:50,09/Jun/21 11:34,
Bug,,OPENJPA-2817,13316486,,OpenJPA enhancer needs improved reentrancy,fyrewyld,fyrewyld,Major,Reopened,,13/Jul/20 15:49,17/May/21 18:38,
Improvement,,OPENJPA-2820,13317607,,Track when a DBIdentifier is already delimited in order to save memory allocations and cpu,,eolivelli,Major,Closed,Fixed,19/Jul/20 09:04,14/May/21 08:16,
Bug,,OPENJPA-2821,13318915,,Subclassing enhancer must use AsmAdapter,struberg,struberg,Major,Closed,Fixed,23/Jul/20 11:53,14/May/21 08:16,
Bug,,OPENJPA-2861,13369821,,select sum(CASE x WHEN x THEN 1 ELSE 0 ) returns String instead of Long.,struberg,struberg,Major,Closed,Fixed,06/Apr/21 14:51,14/May/21 08:16,
Bug,,OPENJPA-2856,13369393,,[MariaDB] improve TIME handling,struberg,struberg,Major,Closed,Fixed,03/Apr/21 06:41,14/May/21 08:16,
Bug,,OPENJPA-2795,13253665,,generate foreign key indexes for Oracle,struberg,struberg,Major,Closed,Fixed,29/Aug/19 09:45,14/May/21 08:16,
Bug,,OPENJPA-2842,13343379,,openjpa.Log=log4j vs log4j2 - reintroduce log4j support and add explicit log4j2 support,struberg,struberg,Major,Closed,Fixed,30/Nov/20 18:53,14/May/21 08:16,
Bug,,OPENJPA-2846,13347111,,Enhancement does not work with JDK 16,romain.manni-bucau,ilgrosso,Major,Closed,Fixed,21/Dec/20 09:36,14/May/21 08:16,
Bug,,OPENJPA-2830,13327700,,"javax.persistence.sql-load-script-source does not support "";"" in strings",romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,15/Sep/20 15:53,14/May/21 08:16,
Bug,,OPENJPA-2859,13369478,,[HSQLDB] HSQLDictionary wrongly maps double to NUMERIC without precision,struberg,struberg,Major,Closed,Fixed,04/Apr/21 11:50,14/May/21 08:16,
Bug,,OPENJPA-2862,13369867,,select SUM doesn't return spec defined types,struberg,struberg,Major,Closed,Fixed,06/Apr/21 20:28,14/May/21 08:16,
Bug,,OPENJPA-2863,13370336,,java.time.LocalDateTime in Oracle gets rounded to just 3 digits,struberg,Charlemagne,Major,Closed,Fixed,08/Apr/21 09:41,14/May/21 08:16,
Task,,OPENJPA-2833,13329960,,Upgrade to ASM 9,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,29/Sep/20 14:57,14/May/21 08:16,
Improvement,,OPENJPA-2665,13003246,,refactore code to use more Java7 features.,struberg,struberg,Major,Closed,Fixed,07/Sep/16 13:49,14/May/21 08:16,
Task,,OPENJPA-2838,13340836,,Add a JUL LogFactory,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,16/Nov/20 13:09,14/May/21 08:16,
Bug,,OPENJPA-2182,12553160,,DB dictionaries do not properly process reserved words for column names,struberg,techhusky,Major,Closed,Fixed,27/Apr/12 15:46,14/May/21 08:16,
New Feature,,OPENJPA-2816,13316471,,Add HerdDB DBDictionary,,eolivelli,Major,Closed,Fixed,13/Jul/20 14:19,14/May/21 08:16,
Bug,,OPENJPA-2843,13343524,,try to get rid of com.ibm dependency,struberg,struberg,Major,Closed,Fixed,01/Dec/20 11:11,14/May/21 08:16,
Bug,,OPENJPA-2849,13368188,,"select(max) etc of LocalDate, LocalDateTime etc leads to ClassCastException",struberg,struberg,Major,Closed,Fixed,28/Mar/21 12:26,14/May/21 08:16,
Bug,,OPENJPA-2854,13369137,,fix OffsetTime handling for PostgreSQL,struberg,struberg,Major,Closed,Fixed,01/Apr/21 15:01,14/May/21 08:16,
Improvement,,OPENJPA-2823,13318920,,treat jakarta.* as spec class in enhancer,struberg,struberg,Major,Closed,Fixed,23/Jul/20 12:03,14/May/21 08:16,
Bug,,OPENJPA-2829,13327695,,javax script execution does not ignore empty lines,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,15/Sep/20 14:57,14/May/21 08:16,
Improvement,,OPENJPA-2870,13376295,,update specification-version to 2.2,struberg,struberg,Major,Closed,Fixed,02/May/21 20:20,14/May/21 08:16,
Improvement,,OPENJPA-2765,13207988,,Fix documentation of JPA spec compliance,struberg,oliver.gierke,Major,Closed,Fixed,07/Jan/19 10:09,14/May/21 08:16,
Bug,,OPENJPA-2850,13368546,,[MSSQL] BLOB column type is not supported,struberg,struberg,Major,Closed,Fixed,30/Mar/21 07:19,14/May/21 08:16,
Task,,OPENJPA-2840,13341738,,Enable a light SPI for asm support in kernel module,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,20/Nov/20 08:43,14/May/21 08:16,
Bug,,OPENJPA-2864,13370381,,respect the Columns precision when persisting a java.sql.Timestamp value,struberg,struberg,Major,Closed,Fixed,08/Apr/21 12:53,14/May/21 08:16,
Bug,,OPENJPA-1303,12435837,,Reserved words are not mapped correctly in table definition,techhusky,techhusky,Major,Closed,Fixed,16/Sep/09 15:15,14/May/21 08:16,
Task,,OPENJPA-2831,13327829,,Import commons-collections4 classes instead of the dependency in openjpa-lib,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,16/Sep/20 09:36,14/May/21 08:16,
Improvement,,OPENJPA-2867,13376263,,generate list of reserved Words via unit test,struberg,struberg,Major,Closed,Fixed,02/May/21 10:30,14/May/21 08:16,
Improvement,,OPENJPA-84,12355954,,Escape sql reserved words in column names,struberg,rogerkeays,Major,Closed,Fixed,17/Nov/06 07:10,14/May/21 08:16,
Bug,,OPENJPA-2851,13368675,,argument CURRENT_DATE cannot handle java.time.LocalDateTime entity fields,struberg,Charlemagne,Major,Closed,Fixed,30/Mar/21 15:13,14/May/21 08:16,
Bug,,OPENJPA-2855,13369194,,primary keys do no respect naming rules ,struberg,struberg,Major,Closed,Fixed,01/Apr/21 19:18,14/May/21 08:16,
Improvement,,OPENJPA-2852,13368815,,Maven Plugin should be marked thread safe,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,31/Mar/21 08:18,14/May/21 08:16,
Sub-task,,OPENJPA-1594,12459907,12458864,Tests not handling new QueryTimeOut and LockTimeOut exceptions correctly,struberg,drwoods,Major,Closed,Fixed,22/Mar/10 20:08,14/May/21 08:16,
Bug,,OPENJPA-2865,13370640,,[Oracle] use native java.time JDBC features,struberg,struberg,Major,Closed,Fixed,09/Apr/21 12:26,14/May/21 08:16,
Bug,,OPENJPA-2857,13369411,,[MariaDB] locking in some cases gets handled via sqlState 70100,struberg,struberg,Major,Closed,Fixed,03/Apr/21 14:08,14/May/21 08:16,
Improvement,,OPENJPA-2822,13318918,,enhancer can rely on at least java8,struberg,struberg,Major,Closed,Fixed,23/Jul/20 11:59,14/May/21 08:16,
Bug,,OPENJPA-2871,13377427,,upgrade to xbean-4.20 to remove transitive ASM dependency,struberg,struberg,Major,Closed,Fixed,08/May/21 11:56,14/May/21 08:16,
Bug,,OPENJPA-2834,13330140,,Performance issue while deploying in Wildfly EAP with OpenJPA-3.1.1,romain.manni-bucau,vishalduke,Major,Closed,Fixed,30/Sep/20 09:53,14/May/21 08:16,
Bug,,OPENJPA-2866,13370796,,[Oracle] add GenerationType#IDENTITY support for Oracle,struberg,struberg,Major,Closed,Fixed,10/Apr/21 10:25,14/May/21 08:16,
Bug,,OPENJPA-2858,13369444,,update dbcp2 to 2.8.0,struberg,struberg,Major,Closed,Fixed,03/Apr/21 20:42,14/May/21 08:16,
Bug,,OPENJPA-2860,13369612,,[Postgres] use setQueryTimeout for PostgreSQL >= 10,struberg,struberg,Major,Closed,Fixed,05/Apr/21 16:16,14/May/21 08:16,
Task,,OPENJPA-2824,13319134,,"When @OpenJPASupport (junit5 extension) is used, ensure to not do auto enhancement more than once",romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,24/Jul/20 09:45,14/May/21 08:16,
Task,,OPENJPA-2835,13336282,,update to xbean-asm9 for Java16 support,struberg,struberg,Major,Closed,Duplicate,20/Oct/20 11:46,14/May/21 08:16,
New Feature,,OPENJPA-2873,13377457,,Add ProductDerivation for persistence_2_2.xsd,,struberg,Major,Closed,Fixed,08/May/21 19:46,14/May/21 08:16,
Bug,Patch Available,OPENJPA-2731,13148406,,Problems with Boolean Representation with Postgres,fyrewyld,fyrewyld,Major,Closed,Fixed,27/Mar/18 20:25,14/May/21 08:16,
Improvement,,OPENJPA-2853,13368921,,[MSSQL Server] support sendTimeAsDatetime handling,struberg,struberg,Major,Closed,Fixed,31/Mar/21 17:09,14/May/21 08:16,
Improvement,,OPENJPA-2868,13376270,,update reserved column names list for various of our DBDictionaries,struberg,struberg,Major,Closed,Fixed,02/May/21 12:15,14/May/21 08:16,
Task,,OPENJPA-2815,13310120,,Basic jakarta bundle,romain.manni-bucau,romain.manni-bucau,Major,Closed,Fixed,08/Jun/20 11:35,08/May/21 13:14,
New Feature,,OPENJPA-2872,13377430,,provide Jakarta EE artifacts,struberg,struberg,Major,Resolved,Duplicate,08/May/21 13:01,08/May/21 13:14,
Bug,,OPENJPA-2841,13342661,,Broken superfluous joins with subqueries,struberg,mormegil,Major,Open,,25/Nov/20 17:02,19/Apr/21 19:29,
Bug,,OPENJPA-2601,12846325,,'hint' element in orm:xml is ignored,struberg,kariem,Major,Resolved,Fixed,20/Jul/15 18:20,10/Apr/21 19:27,
Bug,,OPENJPA-2797,13271412,,SynchronizedMapping does not detect existing sequence,,christophenoel,Major,Open,,29/Nov/19 13:31,07/Apr/21 05:48,
Sub-task,,OPENJPA-2712,13090963,13090960,[JPA-2.2] add @Repeatable support for various annotations,,struberg,Major,Resolved,Fixed,29/Jul/17 07:13,31/Mar/21 19:46,
Improvement,,OPENJPA-85,12355955,,Update reserved words in DBDictionaries,struberg,rogerkeays,Major,Open,,17/Nov/06 07:16,31/Mar/21 19:42,
Bug,,OPENJPA-2804,13285292,,Need To have correct OpenJPA options to upgrade JUDDI DB Schema,,amol_bhonsle@bmc.com,Major,Resolved,Won't Fix,14/Feb/20 09:35,31/Mar/21 15:21,
Improvement,,OPENJPA-473,12385077,,Add support for joda-time,struberg,tbergman,Major,Resolved,Won't Fix,21/Dec/07 11:43,31/Mar/21 15:18,
Bug,,OPENJPA-2825,13320413,,JPQL does not support well join on collection tables,,romain.manni-bucau,Major,Open,,31/Jul/20 13:22,28/Mar/21 22:13,
